,0,1,2,3,4
128,commissioner,commissioners,commission,inspector,administrator
129,dangerous,potentially,danger,difficult,extremely
130,garage,basement,garages,parking,rented
131,exciting,interesting,terrific,fascinating,intriguing
132,reliability,durability,accuracy,maintainability,test-retest
133,thongs,bikinis,speedos,birkenstocks,wellies
134,gcc,uae,oman,oic,grouping
135,unfortunately,fortunately,indeed,anyway,likewise
136,respectively,whereas,additionally,latter,furthermore
137,volunteers,volunteer,volunteered,volunteering,mobilized
138,attachment,attachments,_____________________________________________,k978-1,http://www.mediabynumbers.com
139,ringtone,ringtones,recochoku,.0206,qik
140,finland,finnish,sweden,estonia,norway
141,morgan,j.p.,lynch,chase,merrill
142,derived,derives,derive,deriving,refers
143,pleasure,enjoyment,delight,thrill,pleasures
144,honor,honour,honored,honoring,honors
145,asp,oly-2004-fhockey,_____________________________________________,rw94,gph02
146,oriented,orientated,focusing,focused,similarly
147,eagle,falcon,bateleur,flying,wolf
148,desktops,laptops,desktop,netbooks,portables
149,pants,trousers,jeans,jacket,baggy
150,columbus,phoenix,d.c.,http://www.co.mo.md.us,savannah
151,nurse,nurses,nursing,midwife,doctor
152,prayer,prayers,worship,praying,recited
153,appointment,appointments,appointed,appointing,tenure
154,workshops,seminars,workshop,lectures,presentations
155,hurricane,storm,katrina,storms,wilma
156,quiet,calm,tranquil,hardly,surprisingly
157,luck,unfortunately,fortunately,maybe,anyway
158,postage,stamps,stamp,commemorative,postcards
159,producer,producers,production,produced,songwriter
160,represented,represent,representing,represents,likewise
161,mortgages,mortgage,loans,borrowers,subprime
162,dial,dials,dialing,timewrn,crank
163,responsibilities,assume,responsibility,duties,assuming
164,cheese,cheeses,cheddar,goat,mozzarella
165,comic,comics,comedic,parody,characters
166,carefully,meticulously,careful,properly,prepared
167,jet,airplane,plane,aircraft,planes
168,productivity,increases,improvement,efficiency,improvements
169,investors,traders,investor,buying,market
170,crown,crowned,title,throne,crowns
171,par,bogey,4-under,1-under,3-under
172,underground,subterranean,tunnels,beneath,inside
173,diagnosis,diagnoses,diagnostic,diagnosing,prognosis
174,maker,manufacturer,makers,company,supplier
175,crack,cracking,cracked,clamp,leftöver
176,principle,principles,fundamental,whereby,applies
177,picks,pick,picked,picking,puts
178,vacations,vacation,trips,holidays,vacationers
179,gang,gangs,gangsters,mob,thugs
180,semester,semesters,undergraduates,graduation,enrolled
181,calculated,calculation,calculating,calculate,measured
182,fetish,fetishes,sadomasochism,fetishists,dominatrix
183,applies,apply,applicable,exception,instance
184,casinos,casino,gambling,gaming,riverboats
185,appearance,appearing,appearances,appeared,appear
186,smoke,burning,fumes,smoking,dust
187,apache,apaches,jicarilla,mescalero,ah-64
188,filters,filter,filtering,band-pass,hepa
189,incorporated,incorporating,incorporate,merged,established
190,nv,n.v.,unilever,kpn,philips
191,craft,crafts,http://www.nwguild.org,www.slarmy.org,http://www.nifc.gov/
192,cake,cakes,chocolate,dessert,cookies
193,notebooks,laptops,desktops,laptop,notebook
194,apart,leaving,rest,instead,though
195,fellow,colleague,colleagues,joined,who
196,blind,deaf,supposedly,unfortunately,turning
197,lounge,lounges,dining,cafe,vip
198,mad,cow,crazy,hatter,supposedly
199,algorithm,algorithms,approximation,computes,iterative
200,semi,finals,semifinal,semifinals,semis
201,coins,coin,minted,banknotes,coinage
202,andy,blake,roger,murray,rogers
203,gross,gdp,amounted,projected,compared
204,strongly,opposed,supported,likewise,noting
205,cafe,café,restaurant,bistro,eatery
206,valentine,http://www.oklahomacitynationalmemorial.org,piyanart,srivalo,k978-1
207,hilton,prohertrib,http://www.co.mo.md.us,sheraton,marriott
208,ken,anderson,foree,grij,buck
209,proteins,protein,molecules,lipids,peptides
210,horror,sci-fi,vacui,movie,thriller
211,su,hsieh,tseng,chou,chayng
212,exp,econ,times-1stld,undated,loveromance
213,familiar,instance,indeed,describe,perhaps
214,capable,capability,incapable,besides,simultaneously
215,douglas,mcdonnell,henderson,rohch,rohsh
216,debian,gnu/linux,ubuntu,slackware,opensuse
217,till,until,beginning,sometime,thereafter
218,involving,involve,involved,involves,related
219,pen,ballpoint,pens,duick,prohertrib
220,investing,invest,invested,investments,buying
221,christopher,warren,richardson,bruhth,albright
222,admission,admitting,offered,offers,admit
223,epson,inkjet,lexmark,seiko,inkjets
224,shoe,shoes,footwear,sneaker,sneakers
225,elected,elect,appointed,reelected,legislature
226,carrying,carried,carry,transporting,bringing
227,victory,win,triumph,defeat,victories
228,sand,gravel,dunes,mud,dust
229,madison,http://www.co.mo.md.us,monroe,wisconsin,lafayette
230,terrorism,terror,terrorist,terrorists,extremism
231,joy,delight,sadness,happiness,excitement
232,editions,edition,printed,reprints,published
233,cpu,cpus,processor,microprocessor,architectures
234,mainly,mostly,primarily,chiefly,principally
235,ethnic,albanians,minorities,albanian,minority
236,ran,running,went,run,turned
237,parliament,parliamentary,mps,lawmakers,deputies
238,actor,starring,actors,starred,comedian
239,finds,discovers,reveals,tells,realizes
240,seal,seals,sealing,sealed,crabeater
241,situations,situation,emergencies,circumstances,dealing
242,fifth,sixth,seventh,eighth,fourth
243,allocated,allocate,earmarked,allotted,allocating
244,citizen,citizens,resident,naturalized,behalf
245,vertical,horizontal,vertically,horizontally,diagonal
246,corrections,correction,www.caib.us,____________________________________________,flashaafp.com
247,structural,structures,structure,improvements,changes
248,municipal,city,councils,provincial,municipalities
249,describes,describing,explains,refers,relates
250,prize,prizes,nobel,awarded,award
251,sr,intersects,terminus,sh,cr
252,occurs,occur,occurring,arises,usually
253,jon,voight,larson,bruhth,gayg
254,absolute,certainty,hence,ultimate,true
255,disabilities,disability,handicapped,impairments,retardation
256,consists,consisting,comprises,consist,consisted
257,anytime,sooner,wo,anyway,anywhere
258,substance,substances,supposedly,contained,matter
259,prohibited,prohibit,prohibiting,prohibits,forbidden
260,addressed,addressing,address,addresses,____________________________________________
261,lies,lie,situated,part,lying
262,pipe,pipes,piping,casing,fitters
263,soldiers,troops,army,forces,policemen
264,nr,infanterie-regiment,poldermolen,rsm03,localweather
265,guardian,commented,opined,guardians,http://www.nwguild.org
266,lecture,lectures,seminar,____________________________________________,essay
267,simulation,simulations,simulator,simulating,simulate
268,layout,configuration,features,layouts,design
269,initiatives,initiative,proposals,efforts,aims
270,ill,sick,similarly,illness,apparently
271,concentration,concentrations,gross-rosen,flossenbürg,natzweiler-struthof
272,classics,anthology,masterworks,cinematic,http://www.nwguild.org
273,lbs,weighs,lb,weighed,weighing
274,lay,laid,laying,others,beside
275,interpretation,interpretations,context,literal,contrary
276,horses,horse,camels,donkeys,mules
277,lol,coxhill,choua,a.k.a,kd94
278,dirty,filthy,smelly,ugly,stuff
279,deck,decks,underneath,floor,roof
280,wayne,rooney,bryan,davis,http://www.co.mo.md.us
281,donate,donating,donated,donation,donations
282,taught,teach,teaching,teaches,studied
283,bankruptcy,filing,insolvency,liquidation,creditors
284,mp,mps,lawmaker,parliamentarian,mep
285,worker,employee,workers,working,employer
286,optimization,optimisation,algorithms,multi-objective,optimizing
287,alive,dead,dying,unfortunately,somehow
288,temple,temples,shiva,devotees,ruins
289,substances,substance,chemicals,harmful,precursors
290,prove,proves,proving,proved,indeed
291,discovered,found,discovering,revealed,unearthed
292,wings,wing,tail,legs,fuselage
293,breaks,break,breaking,goes,whenever
294,genetic,genes,mutation,dna,mutations
295,restrictions,restrict,restriction,restricting,limits
296,participating,participate,participated,participants,participation
297,waters,ocean,seas,sea,shores
298,promise,promises,promised,pledge,promising
299,thin,thick,stretched,thinner,strips
300,exhibition,exhibit,exhibitions,exhibits,showcase
301,prefer,preferring,prefers,tend,preferred
302,ridge,hill,verrières,elsenborn,mountain
303,cabinet,reshuffle,ministers,appointment,government
304,modem,modems,56k,dsl,router
305,harris,bennett,moore,smith,baker
306,mph,kph,km/h,gusts,speeds
307,bringing,brought,bring,besides,putting
308,sick,dying,ill,treated,tired
309,dose,doses,dosage,dosages,medication
310,evaluate,assess,evaluating,examine,analyze
311,tiffany,jeweler,shlain,http://www.nwguild.org,http://www.co.mo.md.us
312,tropical,storm,subtropical,storms,cyclone
313,collect,collected,collecting,retrieve,gather
314,bet,bets,figured,anyway,guess
315,composition,compositions,orchestration,composed,furthermore
316,toyota,honda,nissan,automaker,prius
317,streets,sidewalks,downtown,street,lined
318,nationwide,statewide,nationally,worldwide,citywide
319,vector,vectors,formula_1,formula_3,formula_4
320,definitely,obviously,certainly,really,maybe
321,shaved,shave,shaving,goatee,trimmed
322,turning,turn,turned,instead,putting
323,buffer,separating,buffers,dividing,zones
324,purple,yellow,pink,blue,red
325,existence,existed,indeed,fact,exist
326,commentary,commentaries,highlights,describing,additionally
327,larry,grij,allen,miller,thompson
328,limousines,limos,limousine,chauffeured,minibuses
329,developments,continuing,concerned,regarding,noting
330,def,2-6,6-4,7-5,6-3
331,immigration,immigrants,immigrant,naturalization,enforcement
332,destinations,destination,routes,travel,flights
333,lets,allows,enables,letting,puts
334,mutual,trust,understanding,respect,friendship
335,pipeline,pipelines,gas,refinery,sabotaged
336,necessarily,certainly,indeed,mean,reason
337,syntax,semantics,phonology,vocabulary,c-like
338,li,peng,wang,zhang,wu
339,attribute,attributes,ascribe,attributing,ascribed
340,prison,jail,sentenced,inmates,imprisonment
341,skill,skills,abilities,prowess,mastery
342,chairs,chair,sofas,couches,tables
343,nl,n.l.,nfc,mvp,nlcs
344,everyday,mundane,ordinary,relate,sorts
345,apparently,presumably,reportedly,evidently,believed
346,surrounding,surrounds,surrounded,area,vicinity
347,mountains,mountain,foothills,valleys,mountainous
348,moves,move,push,step,moving
349,popularity,prominence,popular,success,waned
350,inquiry,investigation,probe,enquiry,investigations
351,ethernet,gigabit,router,adapters,firewire
352,checked,check,checking,examined,checks
353,exhibit,exhibits,exhibition,display,displays
354,throw,thrown,throws,throwing,threw
355,trend,trends,decline,rise,suggests
356,sierra,leone,leoneans,leonean,liberia
357,visible,evident,noticeable,seen,presence
358,cats,cat,pets,dogs,rabbits
359,desert,deserts,arid,mojave,namib
360,ya,lagaw,gotta,klahk,hey
361,oldest,youngest,earliest,surviving,established
362,rhode,r.i.,connecticut,maine,vermont
363,nba,basketball,nhl,nfl,lakers
364,coordinator,coordinators,assistant,co-ordinator,grij
365,obviously,definitely,certainly,really,clearly
366,mercury,nasdaq100,65stk,#ukqec,k977-1
367,steven,jeffrey,cohen,skwy,moore
368,handbook,guide,guidebook,handbooks,mantram
369,greg,davis,kahg,watson,rogers
370,navigate,navigating,navigated,navigates,enabling
371,worse,unfortunately,actually,even,indeed
372,summit,meeting,summits,g8,g-8
373,victims,survivors,victim,relatives,dead
374,epa,environmental,eicosapentaenoic,administration,meantime
375,spaces,space,enclosed,dimensions,parking
376,fundamental,principle,principles,basic,particular
377,burning,burned,burn,burnt,ablaze
378,escape,escaping,escaped,escapes,flee
379,coupons,coupon,redeemed,discounts,vouchers
380,somewhat,albeit,similarly,slightly,seems
381,receiver,receivers,wideout,cornerback,terrell
382,substantial,significant,considerable,sizable,moreover
383,tr,>,lt,am94,localweather
384,progressive,liberal,conservative,liberals,championed
385,cialis,levitra,tadalafil,viagra,vardenafil
386,bb,financl,nasdaq100,hnkj,gph03
387,boats,boat,ships,vessels,yachts
388,glance,sidelong,cstrickland,_____________________________________________,weyded@nytimes.com
389,scottish,scotland,welsh,scots,irish
390,championship,tournament,championships,champions,title
391,arcade,arcades,coin-op,console,konami
392,richmond,http://www.co.mo.md.us,____________________________________________,fredericksburg,prohertrib
393,sacramento,fresno,phoenix,l.a.,denver
394,impossible,difficult,indeed,unfortunately,unable
395,ron,miller,browz,gant,coleman
396,russell,baker,bennett,miller,shaw
397,tells,asks,informs,learns,explains
398,obvious,reason,evident,indeed,fact
399,fiber,fibre,optic,fibres,fibers
400,depression,anxiety,alcoholism,schizophrenia,onset
401,graph,graphs,planar,equivalently,illustration
402,covering,covers,covered,cover,addition
403,platinum,palladium,2x,multi-platinum,signifies
404,judgment,judgement,judgments,reasoning,decisions
405,bedrooms,bathrooms,bedroom,rooms,upstairs
406,talks,negotiations,discussions,discuss,negotiating
407,filing,filed,filings,lawsuit,complaint
408,foster,http://www.co.mo.md.us,miller,helped,_____________________________________________
409,modeling,modelling,simulation,model,models
410,passing,passes,passed,pass,turning
411,awarded,award,received,awarding,honour
412,testimonials,testimonies,organgn,remembrances,missives
413,trials,trial,tribulations,concluded,proceedings
414,tissue,tissues,connective,brain,bone
415,nz,zealand,indnsia,#ukqec,wc2003-wis
416,memorabilia,collectibles,mementos,paraphernalia,souvenirs
417,clinton,bush,dole,gore,obama
418,masters,course,majors,master,pga
419,bonds,bond,yields,interest,yielding
420,cartridge,cartridges,centerfire,rimfire,revolver
421,alberta,manitoba,saskatchewan,ontario,calgary
422,explanation,explanations,explaining,reason,explain
423,folk,folklore,contemporary,traditions,folkloric
424,org,co02,http://www.statoil.com,js03,truste
425,commons,mp,mps,tory,parliament
426,cincinnati,cleveland,baltimore,philadelphia,louisville
427,subsection,sub-section,subparagraph,pursuant,4010
428,fraud,fraudulent,embezzlement,charges,irregularities
429,electricity,utilities,generators,generating,power
430,permitted,allowed,permit,allow,permitting
431,spectrum,holobyte,conversely,frequencies,furthermore
432,arrival,arriving,arrived,departure,arrive
433,okay,ok,glad,yeah,guess
434,pottery,ceramics,ceramic,earthenware,sherds
435,emphasis,emphasizing,emphasizes,emphasize,emphasized
436,roger,trahlt,williams,rohch,bruhth
437,aspect,aspects,context,particular,importantly
438,workplace,workplaces,instance,____________________________________________,ergonomics
439,awesome,unbelievable,incredible,amazing,terrific
440,mexican,mexico,peruvian,mexicans,colombian
441,confirmed,confirm,confirming,indicated,revealed
442,counts,count,charged,felony,guilty
443,priced,pricey,premium,inexpensive,expensive
444,wallpapers,embroideries,ringtones,e-cards,screensavers
445,hist,eccl,nirukta,gweye,1990-present
446,crash,accident,crashes,crashed,collision
447,lift,lifting,lifted,pull,push
448,desired,hence,furthermore,desirable,consequently
449,inter,milan,roma,juve,zaprešić
450,closer,moving,close,bringing,better
451,assumes,assuming,assume,assumed,acknowledges
452,heights,morningside,seelow,golan,trakiya
453,shadow,shadows,casts,appears,k977-1
454,riding,rode,horseback,bike,ride
455,infection,infections,disease,infected,virus
456,firefox,mozilla,browsers,browser,add-ons
457,lisa,jennifer,amy,leslie,samantha
458,expense,expenses,paying,moreover,benefit
459,grove,cedar,orchard,riverside,magnolia
460,eligibility,eligible,requirements,ineligible,requirement
461,venture,ventures,company,subsidiary,partners
462,clinic,clinics,hospital,medical,doctors
463,korean,korea,koreans,seoul,dprk
464,healing,heal,healer,spirituality,healed
465,princess,diana,queen,duchess,prince
466,mall,shopping,malls,store,downtown
467,entering,entered,enter,exiting,entry
468,packet,packets,_____________________________________________,flashaafp.com,channelsurfer
469,spray,sprayed,sprays,spraying,aerosol
470,studios,studio,productions,paramount,disney
471,involvement,involved,connection,alleged,participation
472,dad,mom,uncle,loves,remember
473,buttons,button,pins,oversized,oversize
474,placement,placing,placements,additionally,furthermore
475,observations,measurements,observation,suggest,observed
476,vbulletin,phpbb,plone,overtime_5,23aou94
477,funded,financed,funding,grants,sponsored
478,thompson,baker,miller,bennett,evans
479,winners,winner,finalists,winning,champions
480,extend,extending,extended,extends,extension
481,roads,highways,roadways,road,bridges
482,subsequent,resulted,following,prior,preceded
483,pat,buchanan,murphy,burke,hingle
484,dublin,belfast,ireland,limerick,irish
485,rolling,roll,rolled,turning,65stk
486,fell,rose,slipped,dropped,tumbled
487,motorcycle,motorbike,motorcycles,bicycle,bike
488,yard,hauled,charlestown,http://www.co.mo.md.us,genlelec
489,disclosure,disclosures,disclosing,disclosed,disclose
490,establishment,establishing,established,creation,establish
491,memories,recollections,evokes,thoughts,remember
492,nelson,svahng,http://www.co.mo.md.us,clark,johnson
493,te,kooti,rauparaha,wherowhero,whiti
494,arrived,arriving,arrive,arrival,returned
495,creates,creating,create,puts,brings
496,faces,face,facing,faced,challenges
497,tourist,tourists,tourism,destination,attractions
498,av,nasdaq100,oly-2004-fhockey,sønner,oly-2004-tennis
499,mayor,city,alderman,giuliani,councilman
500,murder,slaying,murders,convicted,kidnapping
501,sean,kelly,murphy,mccormack,burke
502,adequate,sufficient,insufficient,inadequate,provide
503,senator,sen.,democrat,senate,congressman
504,yield,yields,yielding,yielded,comparable
505,presentations,presentation,seminars,conferences,lectures
506,grades,grade,kindergarten,pupils,elementary
507,cartoons,cartoon,caricatures,reprinting,satirizing
508,pour,pouring,poured,mixture,stir
509,digest,_____________________________________________,http://www.nwguild.org,newsletter,65stk
510,reg,empey,tihg,oly-2004-box,nangk
511,lodging,accommodations,lodgings,accommodation,hotels
512,tion,eur2004-gre,mo94,mo96,rw96
513,dust,debris,clouds,smoke,sand
514,hence,consequently,furthermore,thus,i.e.
515,wiki,wikis,mediawiki,sukuma,twiki
516,entirely,essentially,completely,solely,totally
517,replaced,replacing,replace,replaces,replacement
518,radar,radars,tracking,jamming,detection
519,rescue,rescued,rescues,rescuers,rescuing
520,undergraduate,graduate,undergraduates,postgraduate,doctoral
521,losses,loss,offset,result,gains
522,combat,fighting,fight,deployed,warfare
523,reducing,reduce,eliminating,reduction,increasing
524,stopped,stopping,stop,started,instead
525,occupation,occupying,occupied,invasion,occupiers
526,lakes,lake,rivers,ponds,streams
527,donations,donation,donors,contributions,donating
528,associations,organisations,organizations,association,federations
529,citysearch,lendingtree,ziprealty,evite,peoplepc
530,closely,follow,concerned,likewise,focused
531,radiation,ionizing,ultraviolet,radioactivity,exposure
532,diary,diaries,memoirs,biography,memoir
533,seriously,hurt,severely,concerned,badly
534,kings,monarchs,sacramento,warriors,kottonmouth
535,shooting,shot,shoot,firing,incident
536,kent,tahsh,tekulve,maidstone,http://www.co.mo.md.us
537,adds,quotes,updates,recasts,quote
538,nsw,queensland,qld,waratahs,wales
539,ear,ears,eye,mouth,throat
540,flags,flag,banners,waving,waved
541,pci,agp,pcie,pci-x,nubus
542,baker,thompson,bennett,evans,parker
543,launched,launch,launching,launches,initiated
544,elsewhere,likewise,though,moreover,handful
545,pollution,environmental,pollutants,emissions,polluted
546,conservative,liberal,conservatives,liberals,democrats
547,guestbook,mo96,mo94,bluemountain.com,keyrates
548,shock,sudden,surprise,shocked,result
549,effectiveness,usefulness,efficacy,relevance,importantly
550,walls,brick,facade,inside,wall
551,abroad,overseas,elsewhere,moreover,foreigners
552,ebony,satinwood,oly-2004-gymnastics,em96,srivalo
553,tie,tied,tying,break,pair
554,ward,wards,http://www.co.mo.md.us,gardner,harris
555,drawn,drawing,draws,drew,draw
556,arthur,bennett,sullivan,svahng,ernest
557,ian,campbell,evans,pearce,watson
558,visited,visiting,visit,traveled,met
559,roof,roofs,walls,facade,doors
560,walker,miller,clark,http://www.co.mo.md.us,smith
561,demonstrate,demonstrating,demonstrated,demonstrates,importantly
562,atmosphere,congenial,ambience,ambiance,environment
563,suggests,suggest,suggesting,suggested,indeed
564,kiss,kisses,goodbye,kissing,hug
565,beast,beasts,creature,monsters,monster
566,ra,zheed,shuhn,tehf,jich
567,operated,operates,operate,formerly,owned
568,experiment,experiments,experimental,experimentation,instance
569,targets,target,targeted,targeting,aim
570,overseas,abroad,elsewhere,domestic,moreover
571,purchases,purchase,buying,purchasing,buyers
572,dodge,durango,ford,charger,luhan
573,counsel,attorney,attorneys,lawyers,starr
574,federation,association,confederation,federations,associations
575,pizza,pizzas,pepperoni,taco,burger
576,invited,invite,met,invitation,inviting
577,yards,touchdowns,rushing,touchdown,passes
578,assignment,assignments,assigned,assuming,stint
579,chemicals,chemical,pesticides,toxic,substances
580,gordon,stewart,campbell,newman,moore
581,mod,nasdaq100,lg03,0080ff,biotechtrst
582,farmers,growers,farming,peasants,ranchers
583,rc,lg03,fahnt,oly-2004-box,k.r.c.
584,queries,query,inquiries,answering,apcustomersupport@ap.org
585,bmw,mercedes,benz,audi,volkswagen
586,rush,30-270,unfortunately,hurry,coming
587,ukraine,belarus,russia,bulgaria,kiev
588,absence,despite,absent,reason,exception
589,nearest,closest,railhead,vicinity,distance
590,cluster,clusters,fornax,clustered,globular
591,vendors,vendor,hawkers,stalls,wares
592,mpeg,mpeg-2,mpeg2,mpeg-1,audio/video
593,whereas,furthermore,hence,likewise,moreover
594,yoga,meditation,hatha,pilates,aerobics
595,serves,serve,served,serving,additionally
596,woods,mickelson,els,golf,harrington
597,surprise,surprising,unexpected,surprised,came
598,lamp,lamps,gas-discharge,candle,bulb
599,rico,puerto,rican,pwehr,dominican
600,partial,complete,result,furthermore,instance
601,shoppers,retailers,buyers,consumers,shopping
602,phil,thompson,steve,davis,evans
603,everybody,everyone,nobody,else,really
604,couples,unmarried,couple,marriages,marriage
605,nashville,knoxville,memphis,tenn.,tennessee
606,ranking,ranks,top,ranked,rankings
607,jokes,joke,gags,laughs,laugh
608,cst,12:30,11:30,#ukqec,1:30
609,http,https,ftp,webdav,referrer
610,ceo,executive,cfo,founder,co-founder
611,simpson,o.j.,cochran,testified,jurors
612,twiki,mangxamba,el1l,rw96,r.winters
613,sublime,delightful,transcendent,incomparable,em96
614,counseling,counselling,counselors,counselor,psychotherapy
615,palace,residence,buckingham,mansion,courtyard
616,acceptable,preferable,feasible,appropriate,reasonable
617,satisfied,pleased,confident,assured,convinced
618,glad,pleased,happy,definitely,thankful
619,wins,win,won,winning,victories
620,measurements,measurement,measured,observations,calculate
621,verify,verifying,verified,ascertain,verification
622,globe,http://www.nwguild.org,_____________________________________________,dshaughnessy@globe.com,flashaafp.com
623,trusted,trustworthy,confidant,importantly,convinced
624,copper,zinc,nickel,aluminium,aluminum
625,milwaukee,cleveland,philadelphia,cincinnati,chicago
626,rack,racks,roasting,wrap,stack
627,medication,medications,prescribed,prescription,pills
628,warehouse,warehouses,store,depot,bunnings
629,shareware,freeware,winzip,pkzip,3rd-party
630,ec,bimst,24aou94,k978-1,bulletinyyy
631,rep,http://www.nwguild.org,biotechtrst,lg03,oly-2004-doping
632,dicke,brans,vinther,galaburda,lumpkins
633,kerry,mccain,gore,dole,edwards
634,receipt,receipts,acknowledgement,flashaafp.com,556-3622
635,supposed,actually,meant,supposedly,presumably
636,ordinary,rather,instance,citizens,indeed
637,nobody,else,anybody,everyone,everybody
638,ghost,haunted,ghosts,stranger,supposedly
639,violation,violating,violations,violated,violate
640,configure,configuring,configured,customize,reconfigure
641,stability,prosperity,stressing,ensuring,safeguard
