,0,1,2,3,4
59,freedom,liberty,freedoms,democracy,liberties
60,argument,arguments,arguing,argued,argue
61,competition,compete,competitive,competitions,competitors
62,creating,create,created,creates,creation
63,jim,kelly,moore,murphy,walker
64,drugs,drug,medications,medication,medicines
65,joint,jointly,conjunction,partnership,venture
66,premium,priced,offering,comparable,cost
67,providers,provider,isps,hmos,isp
68,fresh,bring,comes,come,dried
69,characters,character,protagonist,protagonists,fictional
70,attorney,lawyer,attorneys,counsel,prosecutor
71,upgrade,upgrading,upgrades,upgraded,modernize
72,di,pietro,della,francesco,paolo
73,factor,factors,particular,determining,reason
74,growing,increasing,grown,grew,grow
75,thousands,hundreds,tens,dozens,millions
76,km,kilometres,kilometers,miles,kilometre
77,stream,streams,flow,flows,flowing
78,apartments,condominiums,condos,apartment,residences
79,pick,picks,picked,picking,coming
80,hearing,hearings,hear,heard,proceedings
81,eastern,western,southern,southeastern,northern
82,auctions,auction,auctioned,auctioneer,sale
83,therapy,treatments,therapies,treatment,psychotherapy
84,entries,lists,entry,entrants,_____________________________________________
85,dates,date,earliest,dating,prior
86,generated,generate,generates,generating,resulting
87,signed,signing,sign,agreement,agreed
88,upper,lower,middle,above,the
89,administrative,within,departments,judicial,jurisdiction
90,serious,problems,problem,yet,result
91,prime,minister,cabinet,premier,ministers
92,samsung,lg,hyundai,panasonic,toshiba
93,limit,limits,limiting,minimum,permitted
94,began,started,begun,beginning,continued
95,louis,prohertrib,st.,goalies_st,philadelphia
96,steps,step,stepping,moves,measures
97,errors,mistakes,error,faults,unforced
98,shops,shop,stores,restaurants,eateries
99,del,valle,el,norte,rey
100,efforts,effort,push,help,hoped
101,informed,aware,inform,consulted,convinced
102,ga,pts,ol,brmsg,hnkj
103,ac,milan,allianssi,juventus,fiorentina
104,thoughts,mind,emotions,feelings,thinking
105,creek,canyon,brook,valley,beaver
106,ft,m,ft.,metres,height
107,worked,working,work,hired,well
108,quantity,quantities,amount,amounts,hence
109,urban,sprawl,areas,neighborhoods,suburban
110,practices,practice,methods,regarding,policies
111,sorted,analysed,sorting,grouped,lastly
112,reporting,reports,report,reported,cited
113,essential,vital,important,indispensable,necessary
114,myself,yourself,ourselves,'d,me
115,tours,trips,excursions,tour,touring
116,platform,platforms,supports,stands,supported
117,load,loads,loading,loaded,handle
118,affiliate,affiliates,affiliated,affiliation,mundofox
119,labor,labour,employment,workers,unions
120,immediately,soon,quickly,promptly,later
121,admin,clippy,localweather,mo94,+.09
122,nursing,care,nurse,nurses,medical
123,defense,defence,defenses,argued,pentagon
124,machines,machine,computers,automated,computerized
125,designated,designation,designating,assigned,officially
126,tags,id3,tag,rfid,affixed
127,heavy,heavier,especially,despite,heaviest
128,covered,covering,cover,covers,except
129,recovery,slowing,recovering,robust,recover
130,joe,murphy,miller,collins,anderson
131,guys,maybe,really,'re,lot
132,integrated,integrate,utilizing,incorporate,integrating
133,configuration,configurations,configured,setup,layout
134,merchant,merchants,shipping,ship,shipowner
135,comprehensive,aims,framework,aim,undertaken
136,expert,specialist,experts,specialists,consultant
137,universal,instance,concept,likewise,unlike
138,protect,protecting,protection,protected,safeguard
139,drop,drops,dropping,fall,dropped
140,solid,consistent,strong,good,surprisingly
141,cds,dvds,cassettes,discs,cd
142,presentation,presentations,presented,presenting,presents
143,languages,language,dialects,spoken,fluent
144,became,becoming,become,as,was
145,orange,green,yellow,colored,red
146,compliance,comply,requirements,complied,complying
147,vehicles,cars,vehicle,trucks,automobiles
148,prevent,preventing,avoid,prevented,protect
149,theme,themes,themed,highlight,featured
150,rich,wealthy,especially,wealth,richer
151,im,tirtzu,winkl,einsatz,deye
152,campaign,campaigns,campaigning,effort,ads
153,marine,marines,corps,navy,sergeant
154,improvement,improvements,improving,improved,progress
155,vs,vs.,v,genlelec,djecr
156,guitar,guitars,bass,keyboards,vocals
157,finding,find,discovering,indeed,suggests
158,pennsylvania,pa.,connecticut,delaware,illinois
159,examples,example,instance,instances,notable
160,ipod,ipods,iphone,ipad,mp3
161,saying,insisted,noting,asked,statement
162,spirit,embodied,essence,belief,truly
163,ar,hnkj,sh,pa,vwahr
164,claims,claim,claiming,claimed,contends
165,challenge,challenging,challenges,challenged,faced
166,motorola,nokia,qualcomm,ibm,intel
167,acceptance,recognition,regard,accepted,acknowledging
168,strategies,strategy,devising,devise,approaches
169,mo,huilan,plancher,kaya,d00l
170,seem,seems,seemed,indeed,hardly
171,affairs,ministry,governmental,matters,policy
172,touch,touches,unfortunately,hand,sort
173,intended,meant,supposed,aim,presumably
174,towards,toward,moving,turning,direction
175,sa,s.a.,grupo,cemex,rohsh
176,goals,goal,scoring,scored,scorer
177,hire,hired,hires,hiring,employ
178,election,elections,vote,electoral,polls
179,suggest,suggesting,suggests,indicate,suggested
180,branch,branches,established,kuhdz,prohertrib
181,charges,charged,charge,guilty,allegations
182,serve,serving,serves,served,instead
183,affiliates,affiliate,subsidiaries,http://www.nwguild.org,timewrn
184,reasons,reason,fact,obvious,indeed
185,magic,magical,tricks,magician,wonder
186,mount,mt.,mountain,carmel,everest
187,smart,intelligent,clever,alecks,savvy
188,talking,talked,talk,telling,thinking
189,gave,giving,give,came,took
190,ones,those,these,rather,few
191,latin,america,phertzberg@nytimes.com,likewise,example
192,multimedia,interactive,multi-media,digital,enables
193,xp,sp2,sp1,windows,desktop
194,avoid,avoiding,prevent,avoided,meant
195,certified,certification,certifications,2x,two-times
196,manage,managed,able,helps,enable
197,corner,corners,edge,inside,halfway
198,rank,ranks,promoted,assumed,commanding
199,computing,computation,computers,computer,desktop
200,oregon,wisconsin,nebraska,california,missouri
201,element,elements,particular,hence,component
202,birth,infant,mother,child,babies
203,virus,viruses,influenza,flu,h5n1
204,abuse,sexual,instances,abused,allegations
205,interactive,multimedia,online,timewrn,entertainment
206,requests,request,requested,requesting,asking
207,separate,separately,similar,addition,both
208,quarter,quarters,fourth,half,earnings
209,procedure,procedures,requires,requiring,involves
210,leadership,leaders,support,nevertheless,regard
211,tables,table,benches,dining,desks
212,define,defining,defined,describe,defines
213,racing,raced,racers,racer,nascar
214,religious,religion,beliefs,faith,secular
215,facts,truth,fact,explain,pertinent
216,breakfast,dinner,lunch,buffet,meals
217,kong,hong,singapore,mainland,macao
218,column,columns,undated,columnist,writes
219,plants,plant,produce,producing,factories
220,faith,belief,beliefs,believers,religion
221,chain,chains,supermarket,stores,store
222,developer,developers,builder,entrepreneur,real-estate
223,identify,identifying,identified,locate,distinguish
224,avenue,boulevard,ave.,intersection,street
225,missing,disappeared,dead,leaving,presumed
226,died,death,killed,dead,survived
227,approximately,roughly,approx,150,600
228,domestic,moreover,bringing,concerns,addition
229,sitemap,dvcs,rw96,purva.patel@chron.com,mangxamba
230,recommendations,recommendation,recommended,recommending,recommend
231,moved,moving,later,returned,relocated
232,houston,dallas,seattle,chicago,phoenix
233,reach,reaching,reached,reaches,able
234,comparison,compare,comparable,instance,contrast
235,mental,physical,psychiatric,psychological,retardation
236,viewed,regarded,similarly,indeed,likewise
237,moment,moments,perhaps,thing,something
238,extended,extending,extend,extension,extends
239,sequence,sequences,pre-credits,flashback,corresponding
240,inch,inches,3-inch,centimeter,6-inch
241,attack,attacks,attacked,bombing,attacking
242,sorry,ashamed,obviously,embarrassed,glad
243,centers,centres,clinics,center,addition
244,opening,closing,opened,opens,before
245,damage,caused,damaged,causing,damaging
246,lab,laboratory,labs,laboratories,experiments
247,reserve,reserves,fed,interest,addition
248,recipes,recipe,cookbooks,cookbook,cooks
249,cvs,walgreens,caremark,drugstores,walgreen
250,gamma,alpha,secretase,epsilon,sigma
251,plastic,bags,bag,cardboard,containers
252,produce,producing,produced,produces,generate
253,snow,rain,snowfall,fog,blizzard
254,placed,placing,place,put,attached
255,truth,true,facts,fact,indeed
256,counter,countering,meant,countered,push
257,failure,failing,failed,fail,failures
258,follows,follow,followed,comes,ends
259,eu,european,bloc,enlargement,brussels
260,weekend,week,sunday,saturday,day
261,dollar,currency,dollars,euro,weaker
262,camp,camps,zhoon,where,refugee
263,ontario,manitoba,alberta,saskatchewan,quebec
264,automatically,allows,either,lets,regardless
265,des,moines,les,du,mittelalters
266,minnesota,kansas,minneapolis,missouri,wisconsin
267,films,movies,film,movie,cinema
268,bridge,bridges,crossing,along,connecting
269,native,natives,unlike,indigenous,spoken
270,fill,filling,filled,fills,find
271,williams,davis,anderson,robinson,rogers
272,movement,movements,radical,resistance,freedom
273,printing,printed,print,letterpress,paper
274,baseball,leagues,mlb,basketball,football
275,owned,owns,bought,purchased,subsidiary
276,approval,approved,approve,approving,recommendation
277,draft,drafted,drafts,drafting,pick
278,chart,charts,charting,billboard,peaking
279,played,playing,plays,play,player
280,contacts,contact,connections,discussions,consultations
281,cc,single-cylinder,side-valve,four-cylinder,six-cylinder
282,jesus,christ,resurrection,crucifixion,god
283,readers,reader,listeners,remind,viewers
284,clubs,club,leagues,competitions,teams
285,lcd,tft,tvs,lcds,screens
286,wa,ngũgĩ,dyuh,dwayk,thihr
287,jackson,davis,walker,parker,bryant
288,equal,equals,regardless,moreover,furthermore
289,adventure,adventures,fantasy,tale,fun
290,matching,matched,paired,instance,pair
291,offering,offer,offers,offered,giving
292,shirts,shirt,emblazoned,t-shirts,jeans
293,profit,profits,earnings,net,revenue
294,leaders,politicians,meeting,leadership,urged
295,posters,poster,banners,plastered,stickers
296,institutions,institution,universities,governmental,organizations
297,assistant,associate,deputy,appointed,hired
298,variable,variables,i.e.,hence,parameters
299,ave,fahnt,biotechtrst,wrldcom,blvd
300,dj,djs,remix,aka,a.k.a.
301,advertisement,advertisements,ads,advert,adverts
302,expect,expecting,wo,come,certainly
303,parking,garages,garage,sidewalk,parked
304,headlines,sensational,headline,grabbing,attention
305,yesterday,today,afternoon,announcement,earlier
306,compared,comparison,less,contrast,than
307,determined,determine,must,convinced,indeed
308,wholesale,retail,grocers,retailers,grocery
309,workshop,workshops,seminar,http://www.nwguild.org,build-a-bear
310,russia,russian,ukraine,moscow,belarus
311,gone,went,anyway,going,go
312,codes,code,gaacx,qnix,ldpc
313,kinds,types,sorts,these,variety
314,extension,extended,extending,extend,extensions
315,seattle,oakland,houston,baltimore,denver
316,statements,comments,statement,declarations,assertion
317,golden,http://www.nwguild.org,glory,prohertrib,http://www.co.mo.md.us
318,completely,totally,entirely,essentially,basically
319,teams,team,players,leagues,coaches
320,fort,lauderdale,vicinity,vwahr,ft.
321,cm,diameter,centimetres,centimeters,inches
322,wi,wifi,fi,_____________________________________________,http://www.co.mo.md.us
323,lighting,lights,lamps,lighted,installation
324,senate,congressional,senator,republicans,senators
325,forces,troops,force,army,military
326,funny,hilarious,amusing,laugh,joke
327,brother,son,nephew,father,cousin
328,gene,genes,mutations,genetic,mutation
329,turned,once,turn,turning,came
330,portable,handheld,laptop,computers,telephones
331,tried,trying,attempting,attempted,wanted
332,electrical,mechanical,wiring,components,transformer
333,applicable,applies,specifies,apply,insofar
334,disc,discs,cd,dvd,cassette
335,returned,returning,return,later,went
336,pattern,patterns,example,instance,similar
337,ct,scans,scan,mri,#ukqec
338,boat,boats,ship,vessel,sailing
339,named,known,name,called,as
340,theatre,theater,theatres,broadway,productions
341,laser,lasers,photocoagulation,femtosecond,optical
342,earlier,last,week,ago,month
343,manufacturers,makers,suppliers,manufacturer,manufacturing
344,sponsor,sponsors,sponsoring,sponsorship,sponsored
345,classical,contemporary,compositions,modern,music
346,icon,icons,iconic,symbol,emblematic
347,warranty,warranties,renewals,extensions,organgn
348,dedicated,devoted,addition,besides,focused
349,indiana,illinois,missouri,ohio,michigan
350,direction,directions,opposite,moving,shifted
351,harry,potter,thompson,parker,reid
352,basketball,football,soccer,baseball,nba
353,objects,object,artifact,artifacts,instance
354,ends,begins,end,starts,ending
355,delete,deleting,edit,deleted,omit
356,evening,afternoon,morning,night,saturday
357,assembly,legislature,representatives,assemblies,legislative
358,nuclear,atomic,weapons,reactor,reactors
359,taxes,tax,income,paying,pay
360,mouse,mice,rat,trackball,cat
361,signal,signals,signaling,signalling,indicating
362,criminal,crimes,crime,prosecution,investigations
363,issued,issuing,statement,letter,warning
364,brain,brains,heart,tissue,cerebral
365,sexual,sex,abuse,sexuality,harassment
366,wisconsin,michigan,missouri,ohio,illinois
367,powerful,strong,potent,influential,most
368,dream,dreams,dreamed,imagine,dreaming
369,obtained,obtain,obtaining,prior,furthermore
370,false,bogus,misleading,phony,statements
371,da,silva,lula,gama,vinci
372,cast,casting,casts,appeared,actors
373,flower,flowers,blossoms,roses,petals
374,felt,feel,feeling,feels,thought
375,personnel,staff,officers,deployed,stationed
376,passed,passing,legislation,came,when
377,supplied,supplying,provided,manufactured,relied
378,identified,believed,identify,found,suspect
379,falls,rises,drops,fall,goes
380,pic,saint-loup,macaya,genocide-10years,js03
381,soul,soulful,mind,calibur,wonder
382,aids,hiv,hiv/aids,epidemic,malaria
383,opinions,views,viewpoints,opinion,differing
384,promote,promoting,encourage,enhance,aims
385,stated,stating,explained,noting,commented
386,stats,http://www.statistics.gov.uk,brnws,65stk,http://www.mediabynumbers.com
387,hawaii,honolulu,oahu,hawaiian,maui
388,professionals,academics,specialists,educators,consultants
389,appears,seems,indeed,though,suggests
390,carry,carried,carrying,intended,bring
391,flag,flags,banner,emblem,waving
392,decided,chose,decide,wanted,would
393,nj,n.j,mahwah,hoboken,trenton
394,covers,covering,covered,cover,encompasses
395,hr,8799,nasdaq100,financl,2499
396,em,js04,ahsh,shuhn,ffxf
397,advantage,giving,enabled,chance,advantages
398,hello,goodbye,muddah,hey,xfff
399,designs,design,designing,designed,custom
400,maintain,maintaining,maintained,ensure,establish
401,tourism,tourist,industry,sector,ecotourism
402,priority,priorities,stressing,consideration,ensuring
403,newsletters,newsletter,_____________________________________________,missives,publishes
404,adults,adolescents,adult,teenagers,teens
405,clips,clip,videos,snippets,footage
406,savings,expense,saving,accounts,benefit
407,iv,iii,vii,ii,vi
408,graphic,profiles,illustration,illustrating,highlights
409,atom,atoms,hydrogen-like,smasher,hydrogen
410,payments,payment,pay,paying,paid
411,rw,lw,dt,lg03,brmsg
412,estimated,"100,000","200,000","300,000",estimates
413,binding,bind,agreeing,binds,furthermore
414,brief,lengthy,preceded,describing,following
415,ended,ending,after,end,last
416,winning,won,win,wins,winner
417,eight,six,seven,nine,five
418,anonymous,supposedly,anonymously,caller,unnamed
419,iron,steel,metal,copper,stone
420,straight,consecutive,fourth,sixth,fifth
421,script,scripts,screenplay,written,writing
422,served,serving,serve,serves,appointed
423,wants,agrees,believes,does,thinks
424,miscellaneous,sundry,ancillary,etc.,assorted
425,prepared,prepare,preparing,ready,should
426,void,voids,fill,fills,limbo
427,dining,restaurant,room,rooms,cafeteria
428,alert,warning,alerts,heightened,alerted
429,integration,integrating,integrate,facilitate,integrated
430,atlanta,austin,houston,johnson,denver
431,dakota,missouri,wyoming,nebraska,montana
432,tag,tags,pinned,tagged,_____________________________________________
433,interview,told,asked,saying,referring
434,mix,blend,mixture,mixes,mixing
435,framework,implementation,frameworks,implementing,implement
436,disk,disks,floppy,disc,discs
437,installed,install,installing,installation,replaced
438,queen,elizabeth,king,princess,monarch
439,vhs,laserdisc,dvd,cassette,cassettes
440,credits,addition,besides,additionally,introducing
441,clearly,fact,obviously,indeed,certainly
442,fix,fixes,fixing,correct,unfortunately
443,handle,handled,handles,handling,manage
444,sweet,lovely,delicious,taste,sour
445,desk,desks,818-713-3785,rolltop,drawer
446,criteria,requirements,guidelines,determining,criterion
447,pubmed,medline,ebscohost,psycinfo,salatiga
448,dave,shihz,matthews,anderson,rogers
449,massachusetts,connecticut,mass.,rhode,vermont
450,diego,san,francisco,california,angeles
451,hong,kong,singapore,mainland,shanghai
452,vice,president,chairman,executive,vice-president
453,associate,assistant,professor,adjunct,graduate
454,ne,mogu,sw,biotechtrst,genlelec
455,truck,trucks,car,vehicle,lorry
456,behavior,behaviour,behaviors,inappropriate,actions
457,enlarge,enlarging,expand,augment,reconfigure
458,ray,allen,harris,hayes,ilovar
459,frequently,occasionally,often,regularly,sometimes
460,revenue,revenues,profits,profit,sales
461,measure,measures,legislation,moreover,instance
462,changing,change,changed,shifting,changes
463,votes,vote,voting,ballot,voters
464,du,pont,le,jour,des
465,duty,duties,assigned,supposed,rest
466,looked,looking,seemed,look,looks
467,discussions,discussion,discuss,discussing,discussed
468,bear,bears,wolf,grizzly,indeed
469,gain,gaining,gains,gained,advantage
470,festival,festivals,fest,concert,celebration
471,laboratory,lab,laboratories,experiments,labs
472,ocean,waters,atlantic,sea,coast
473,flights,flight,airports,destinations,planes
474,experts,specialists,scientists,expert,suggest
475,signs,sign,indicating,showing,seen
476,lack,lacking,lacked,insufficient,reason
477,depth,breadth,extent,deep,depths
478,iowa,illinois,missouri,nebraska,wisconsin
479,whatever,else,nothing,anything,sure
480,logged,.000105,srivalo,piyanart,bulletinyyy
481,laptop,laptops,computers,cellphones,phones
482,vintage,antique,www.slarmy.org,retro,reproductions
483,train,trains,bus,rail,travelling
484,exactly,precisely,actually,indeed,why
485,dry,wet,cool,warm,cold
486,explore,exploring,explored,possibilities,ways
487,maryland,virginia,md.,connecticut,kentucky
488,spa,spas,ballston,mobiliare,fahnt
489,concept,concepts,idea,notion,example
490,nearly,almost,ago,least,than
491,eligible,ineligible,receive,enroll,qualify
492,checkout,check-out,checkouts,cashiers,kiosk
493,reality,sort,fact,indeed,realities
494,forgot,anyway,pretended,forgets,figured
495,handling,handled,handle,dealing,handles
496,origin,origins,originated,derived,meaning
497,knew,know,thought,learned,why
498,gaming,gambling,casino,casinos,gamers
499,feeds,feed,feeding,transmits,incidentally
500,billion,million,dollars,trillion,worth
501,destination,destinations,tourist,attraction,location
502,scotland,scottish,wales,ireland,edinburgh
503,faster,slower,quicker,fast,slow
504,intelligence,cia,operatives,information,counterterrorism
505,dallas,houston,denver,phoenix,seattle
506,bought,purchased,sold,sell,buy
507,con,iomaire,brio,arroz,junto
508,ups,sorts,timewrn,k978-1,http://www.mediabynumbers.com
509,nations,countries,governments,u.n.,united
510,route,routes,highway,road,connecting
511,followed,following,came,preceded,first
512,specifications,specification,specifies,specified,requirements
513,broken,breaking,broke,apart,fractured
514,tripadvisor,tripadvisor.com,portfolio.com,kayak.com,military.com
515,frank,walter,murphy,wilson,sullivan
516,alaska,alaskan,anchorage,fairbanks,maine
517,zoom,telephonics,10x,20x,zooming
518,blow,blows,setback,meant,undoubtedly
519,battle,battles,fought,fight,fighting
520,residential,residences,buildings,apartments,houses
521,anime,manga,adaption,live-action,sci-fi
522,speak,spoke,speaking,spoken,speaks
523,decisions,decision,deciding,matters,choices
524,industries,industry,sectors,manufacturing,sector
525,protocol,protocols,kyoto,pact,ratify
526,query,queries,sparql,querying,apcustomersupport@ap.org
527,clip,clips,goal_florida,goal_colorado,montage
528,partnership,partner,collaboration,partnerships,partners
529,editorial,editor,editorials,newspaper,page
530,nt,us$,1.25,1.3,1.2
531,expression,expressions,hence,particular,emotion
532,es,dar,salaam,pero,que
533,equity,investment,investments,asset,portfolio
534,provisions,provision,legislation,amendments,enacted
535,speech,speeches,remarks,address,speaking
536,wire,wires,barbed,concertina,fence
537,principles,principle,fundamental,tenets,concepts
538,suggestions,suggestion,criticisms,rejecting,suggested
539,rural,countryside,urban,areas,farming
540,shared,sharing,both,likewise,same
541,sounds,sound,sounding,sounded,echoes
542,replacement,replace,replacing,replaced,replacements
543,tape,tapes,videotape,taped,cassette
544,strategic,strategy,strategically,aim,tactical
545,judge,court,judges,appeals,presiding
546,spam,spammers,filtering,e-mail,spamming
547,economics,sociology,psychology,professor,philosophy
548,acid,sulfuric,sulphuric,acids,benzoic
549,bytes,byte,512,4096,kilobytes
550,cent,1.25,1.75,cents,per
551,forced,forcing,leave,leaving,turned
552,compatible,incompatible,compatibility,optimized,ibm-pc
553,fight,fights,fighting,fought,battle
554,apartment,bedroom,apartments,rented,basement
555,height,width,elevation,hence,stands
556,null,void,invalid,unreadable,nullified
557,zero,hence,mean,instance,conversely
558,speaker,newt,gingrich,speakers,parliament
559,filed,lawsuit,filing,complaint,sued
560,gb,2312,tc,nasdaq100,cellpadding
561,netherlands,belgium,dutch,holland,denmark
562,obtain,obtaining,obtained,required,permit
563,bc,gen,b.c.,fea,undated
564,consulting,consultant,consultants,consultancy,firm
565,recreation,recreational,parks,leisure,playground
566,offices,office,headquarters,outside,premises
567,designer,designers,fashion,designs,design
568,remain,remained,remains,still,stay
569,managed,manage,able,helped,unable
570,pr,nasdaq100,genlelec,http://www.mediabynumbers.com,str95bb
571,failed,failing,attempt,failure,unable
572,marriage,divorce,marriages,marry,marrying
573,roll,'n',rolling,turn,rolls
574,korea,korean,pyongyang,seoul,dprk
575,banks,banking,lenders,bank,loans
576,fr,msgr.,o.s.a.,s.j.,rector
577,participants,attendees,participating,participate,moreover
578,secret,secretly,supposedly,supposed,secrets
579,bath,baths,tub,shower,__________________________________
580,aa,aaa,nasdaq100,hnkj,bb
581,kelly,murphy,dunn,burke,moore
582,leads,lead,takes,leading,gives
583,negative,positive,impact,suggesting,result
584,austin,thompson,_____________________________________________,texas,moore
585,favorites,favorite,favourites,favourite,contenders
586,toronto,montreal,vancouver,ottawa,calgary
587,theater,theatre,broadway,cinema,theaters
588,springs,glenwood,pagosa,spring,defuniak
589,missouri,tennessee,illinois,ohio,kansas
590,andrew,smith,matthew,james,harris
591,var,davidiana,sphaerocarpa,sessilis,spinulosa
592,perform,performed,performing,performs,required
593,healthy,healthier,importantly,good,basically
594,translation,translations,translated,translating,translates
595,estimates,estimate,estimated,estimating,according
596,font,fonts,typeface,typefaces,monospaced
597,assets,asset,investments,invested,funds
598,injury,injuries,knee,ankle,groin
599,mt,maunganui,mt.,fahnt,hnkj
600,joseph,l.,francis,samuel,lawrence
601,ministry,official,according,saying,government
602,drivers,driver,driving,motorists,taxi
603,lawyer,attorney,lawyers,attorneys,argued
604,figures,figure,suggest,according,suggesting
605,married,divorced,daughter,wife,husband
606,protected,protect,protects,protection,protecting
607,proposal,proposed,proposals,plan,proposing
608,sharing,shared,bringing,enabling,giving
609,philadelphia,pittsburgh,chicago,cleveland,baltimore
610,portal,portals,timewrn,osirian,usme
611,waiting,waited,wait,looking,sitting
612,birthday,celebrating,celebrate,50th,celebrated
613,beta,alpha,kappa,gamma,theta
614,fail,fails,cannot,failure,failed
615,gratis,asientos,cost-free,js03,em96
616,banking,financial,banks,bankers,firms
617,officials,authorities,official,say,saying
618,brian,murphy,anderson,collins,o'neill
619,toward,towards,turning,moving,pushing
620,won,winning,win,wins,winner
621,slightly,somewhat,considerably,noticeably,significantly
622,assist,assisting,assisted,helping,assistance
623,conduct,conducting,conducted,undertake,actions
624,contained,containing,contain,contains,included
625,lingerie,swimwear,beachwear,fashions,underwear
626,legislation,provision,bill,enacted,passed
627,calling,calls,call,referring,asking
628,parameters,parameter,specified,variables,specifies
629,jazz,musicians,music,blues,trio
630,serving,served,serve,serves,addition
631,bags,bag,luggage,plastic,suitcases
632,profiles,profile,graphic,_____________________________________________,http://www.mediabynumbers.com
633,miami,florida,jacksonville,dallas,orlando
634,comics,comic,marvel,superhero,superheroes
635,matters,matter,concerning,dealing,issues
636,houses,buildings,homes,building,apartments
637,doc,daneeka,pomus,piyanart,srivalo
638,postal,usps,flashaafp.com,sorting,channelsurfer
639,relationships,relationship,friendships,relation,interactions
640,tennessee,alabama,missouri,arkansas,carolina
641,wear,wearing,wore,worn,dress
642,controls,control,controlling,controlled,moreover
643,breaking,break,broke,broken,breaks
644,combined,addition,combining,combination,additionally
645,ultimate,true,sort,supposed,whatever
646,wales,welsh,cardiff,england,queensland
647,representative,representatives,represented,representing,represent
648,frequency,frequencies,amplitude,signal,hence
649,introduced,introduction,introducing,introduce,addition
650,minor,major,exception,serious,addition
651,finish,finishing,finished,finishes,ahead
652,departments,department,agencies,relevant,additionally
653,residents,locals,villagers,citizens,hundreds
654,noted,noting,nevertheless,suggested,cited
655,displayed,displaying,display,displays,exhibited
656,mom,dad,mother,grandmother,kids
657,reduced,increased,significantly,result,resulting
658,physics,chemistry,mathematics,theoretical,biology
659,rare,unusual,uncommon,exception,instance
660,spent,years,spend,months,days
661,performed,perform,performing,performs,performances
662,extreme,extremes,particular,uncommon,unusual
663,samples,sample,analyzed,analysed,sampled
664,davis,williams,miller,wilson,bennett
665,daniel,noonz,kihnd,bruhth,murphy
666,bars,bar,restaurants,establishments,cafes
667,reviewed,reviewing,examined,review,evaluated
668,row,rows,over,stands,straight
669,oz,tik-tok,baum,wizard,scarecrow
670,forecast,forecasts,predicted,predicting,forecasting
671,removed,removing,remove,removal,replaced
672,helps,help,helping,manage,helped
673,singles,doubles,slam,albums,titles
674,administrator,overseeing,oversees,overseer,assistant
675,cycle,cycles,beginning,continues,whereas
676,amounts,amount,quantities,excess,fraction
677,contain,contained,containing,contains,furthermore
678,accuracy,accurate,reliability,timeliness,repeatability
679,dual,addition,carriageways,applies,whereas
680,rise,rising,decline,drop,fall
681,usd,us$,mln,bln,mxn
682,sleep,sleeping,asleep,slept,bed
683,mg,milligrams,milligram,saturated,sodium
684,bird,birds,avian,flu,influenza
685,pharmacy,pharmacist,pharmacies,walgreens,pharmacists
686,brazil,brazilian,argentina,uruguay,portugal
687,creation,creating,created,create,establishment
688,static,dynamic,hence,biotechtrst,furthermore
689,scene,scenes,saw,seen,seeing
690,hunter,hunt,http://www.co.mo.md.us,walker,thompson
