,0,1,2,3,4
258,besides,addition,instance,putting,bringing
259,wage,wages,salary,minimum,increases
260,producers,producer,distributors,production,suppliers
261,ot,hnkj,0_0,fruj,brnws
262,collector,collectors,connoisseur,collection,enthusiast
263,arc,arcs,http://www.nifc.gov/,65stk,http://www.mediabynumbers.com
264,hosts,host,hosting,hosted,_____________________________________________
265,interfaces,interface,functionality,implementations,graphical
266,advertisers,marketers,advertising,advertise,viewers
267,moments,moment,memorable,remembered,perhaps
268,atlas,#ukqec,k978-1,bulletinyyy,bb96
269,strings,woodwinds,string,percussion,melody
270,dawn,dusk,midnight,nightfall,30-270
271,representing,represent,represented,represents,representatives
272,observation,observations,observing,observed,vicinity
273,feels,feel,feeling,obviously,felt
274,torture,mistreatment,brutality,abuses,interrogation
275,carl,crauscher,schmidt,hansen,lumbly
276,deleted,omitted,excised,delete,edit
277,coat,coats,jacket,frock,scarf
278,mitchell,adams,collins,miller,evans
279,mrs,mr,mrs.,margaret,erlynne
280,rica,costa,honduras,guatemala,nicaragua
281,restoration,preservation,restored,restoring,renovation
282,convenience,7-eleven,grocery,store,instance
283,returning,returned,return,leaving,arriving
284,ralph,willis,shapey,uwazuruike,fisher
285,opposition,supporters,opponents,protest,party
286,container,containers,shipping,cargo,terminals
287,yr,iaith,cymdeithas,ogof,nangk
288,defendant,defendants,plaintiff,witness,prosecution
289,warner,bros.,turner,timewrn,walt
290,confirmation,confirming,confirm,hearings,appointment
291,app,apps,ipad,iphone,ios
292,embedded,imbedded,embed,microchips,utilizing
293,inkjet,printers,printer,epson,inkjets
294,supervisor,supervisors,supervising,kruegernytimes.com,flashaafp.com
295,wizard,magician,wicked,sorcerer,magical
296,corps,commanded,army,battalion,command
297,actors,actresses,performers,filmmakers,actor
298,liver,kidney,kidneys,pancreas,transplant
299,peripherals,motherboards,microcomputers,adapters,asustek
300,liable,criminally,plaintiff,prosecuted,liability
301,brochure,brochures,booklet,pamphlet,guidebook
302,morris,reynolds,miller,brohd,philip
303,bestsellers,best-sellers,bestseller,hardcover,bestselling
304,petition,petitions,filed,petitioned,petitioning
305,eminem,jay-z,snoop,rappers,t.i.
306,recall,recalling,recalls,recalled,instance
307,antenna,antennas,transmitter,high-gain,transmitters
308,picked,picking,pick,pulled,got
309,assumed,assuming,assume,assumes,likewise
310,departure,arrival,departing,announcement,preceded
311,minneapolis,chicago,minnesota,philadelphia,denver
312,belief,contrary,faith,beliefs,believe
313,killing,killed,dead,attack,kills
314,bikini,bikinis,enewetak,skimpy,swimsuits
315,memphis,nashville,knoxville,tennessee,louisville
316,shoulder,elbow,knee,wrist,ankle
317,decor,furnishings,décor,ambience,ambiance
318,lookup,lookups,precomputed,sign-in,cross-reference
319,texts,scriptures,writings,text,translations
320,harvard,yale,princeton,graduate,cornell
321,brokers,brokerages,sellers,brokerage,broker
322,roy,goalies_colorado,rogers,thompson,buck
323,ion,lithium,ions,vladoiu,ciubuc
324,diameter,diameters,circumference,cm,cylindrical
325,ottawa,montreal,toronto,winnipeg,calgary
326,doll,dolls,barbie,kewpie,mannequin
327,ic,ics,icoca,#ukqec,oly-2004-box
328,podcast,podcasts,co-hosts,co-hosted,blog
329,seasons,season,appearances,played,consecutive
330,peru,ecuador,colombia,bolivia,peruvian
331,interactions,interaction,interact,interacting,dipole-dipole
332,refine,refined,validate,augment,fine-tune
333,bidder,bidders,buyer,bidding,bids
334,singer,musician,songwriter,vocalist,singer-songwriter
335,evans,thompson,davies,jenkins,rogers
336,herald,tribune,newspaper,chronicle,newspapers
337,literacy,numeracy,educational,education,math
338,fails,fail,agrees,decides,refuses
339,aging,ageing,older,generation,65stk
340,nike,adidas,reebok,swoosh,sneakers
341,intervention,intervene,interventions,immediate,likewise
342,fed,greenspan,policymakers,suggesting,reserve
343,plugin,plugins,plug-ins,wordpress,visualizer
344,attraction,attractions,tourist,amusement,visitor
345,diving,dive,scuba,swimming,diver
346,invite,inviting,invited,invites,invitation
347,modification,modifications,posttranslational,alteration,modifying
348,alice,helen,lucy,http://www.co.mo.md.us,aka
349,latinas,mexican-americans,moviemakers,angelenos,epitomized
350,suppose,guess,ought,conversely,…
351,customized,customised,personalized,customize,customizing
352,reed,gardner,thompson,willis,http://www.co.mo.md.us
353,involve,involves,involving,involved,besides
354,moderate,moderates,strong,nevertheless,likewise
355,terror,terrorist,terrorism,terrorists,attacks
356,younger,older,young,whom,elder
357,thirty,forty,twenty,fifteen,fifty
358,mice,rats,rodents,mouse,rabbits
359,opposite,direction,same,likewise,latter
360,understood,explained,understand,indeed,fact
361,rapidly,steadily,quickly,gradually,slowly
362,ban,bans,banning,restrictions,banned
363,temp,hires,gofer,anpe,low-paid
364,intro,outro,riff,interlude,accompaniment
365,mercedes,benz,bmw,benzes,bmws
366,zus,asael,kalisch,donev,mangxamba
367,assurance,assurances,assure,guarantee,assured
368,clerk,cashier,clerks,proprietor,bookkeeper
369,happening,happen,happens,happened,imagine
370,vast,immense,enormous,huge,large
371,mills,mill,http://www.co.mo.md.us,harris,marstons
372,outline,outlines,outlined,outlining,sketched
373,amendments,amendment,legislation,provisions,amend
374,tramadol,oxymorphone,carisoprodol,metoclopramide,2c-b
375,holland,prohertrib,http://www.co.mo.md.us,srivalo,piyanart
376,receives,receive,sends,receiving,gives
377,jeans,denim,pants,sneakers,trousers
378,metropolitan,metro,prohertrib,gwih,city
379,compilation,compilations,ep,albums,album
380,verification,verify,validation,compliance,verifying
381,fonts,font,typefaces,truetype,glyphs
382,ent,http://www.comair.com,nangk,fahnt,24aou94
383,odd,strange,peculiar,weird,unusual
384,wrap,wrapped,wrapping,wraps,pressed
385,refers,referred,describes,hence,refer
386,mood,moods,tone,reflected,evident
387,favor,favour,favored,favoring,opposed
388,veterans,vets,handful,veteran,volunteered
389,quiz,quizzes,trivia,phone-in,quizmaster
390,mx,geforce4,ascenso,js04,.2723
391,sigma,theta,epsilon,kappa,pi
392,gr,suppl,lha,localweather,nasdaq100
393,attractive,unattractive,alluring,desirable,appealing
394,xhtml,wml,dtds,html,modularization
395,occasion,occasions,celebrate,likewise,celebrated
396,recordings,recording,recorded,tapes,compositions
397,jefferson,franklin,parker,lincoln,monroe
398,victim,victims,perpetrator,witness,another
399,demands,demanded,demanding,insisting,insistence
400,sleeping,slept,sleep,bed,asleep
401,careful,ought,done,sure,importantly
402,ext,trailblazer,rw94,gph02,localweather
403,beam,beams,dashst,i-qula,_____________________________________________
404,gardening,gardeners,gardener,horticulture,landscaping
405,obligations,obligation,commitments,fulfill,abide
406,arrive,arriving,arrived,depart,arrival
407,orchestra,symphony,philharmonic,orchestras,soloist
408,sunset,sunrise,naborsind,http://www.nwguild.org,65stk
409,tracked,tracking,65stk,1514.00,.000661
410,moreover,furthermore,likewise,nevertheless,indeed
411,minimal,moreover,furthermore,consequently,conversely
412,polyphonic,polyphony,monophonic,synthesiser,monodic
413,lottery,jackpot,lotteries,powerball,ticket
414,tops,topped,topping,puts,naborsind
415,framed,framing,photograph,adorned,hangs
416,aside,instead,put,merely,putting
417,outsourcing,offshoring,outsourced,bpo,outsource
418,licence,license,licences,licenses,permit
419,adjustable,headrests,fixed,steering,armrests
420,allocation,allocations,allocating,allocate,allocated
421,michelle,oxeant,sarah,emily,megan
422,essay,essays,preface,biography,book
423,discipline,emphasis,importantly,disciplined,professionalism
424,amy,jennifer,chahs,lisa,kathy
425,ts,js04,localweather,rw94,nasdaq100
426,demonstrated,demonstrating,demonstrate,demonstrates,evident
427,dialogue,dialogues,discussions,negotiation,discussion
428,identifying,identify,identifies,locating,identified
429,alphabetical,alphabetically,chronological,listing,lists
430,camps,camp,refugee,refugees,squalid
431,declared,declaring,declare,proclaimed,officially
432,dispatched,despatched,dispatching,sent,dispatch
433,aaron,evans,miller,kahg,williams
434,handheld,hand-held,handhelds,portable,consoles
435,trace,traces,traced,origins,tracing
436,disposal,waste,dispose,disposing,disposed
437,shut,shutting,temporarily,shuttered,shuts
438,florists,caterers,hairdressers,florist,grocers
439,packs,pack,100-calorie,dellcptr,js94bb
440,ge,honeywell,immelt,uniph,westinghouse
441,installing,install,installed,installation,constructing
442,switches,switch,switching,toggle,switched
443,romania,bulgaria,hungary,romanian,moldova
444,voluntary,mandatory,requiring,voluntarily,mandated
445,ncaa,pac-10,basketball,collegiate,tourney
446,thou,shalt,didst,hast,wherefore
447,consult,consulted,advise,inform,advised
448,phd,ph.d.,ph.d,doctoral,doctorate
449,greatly,significantly,considerably,substantially,diminished
450,blogging,podcasting,twitter,blogs,livejournal
451,mask,masks,disguise,donning,full-face
452,cycling,cyclist,cyclists,uci,bike
453,midnight,noon,shortly,dawn,evening
454,ng,pamantasan,wong,chayng,demokratikong
455,commonly,referred,known,e.g.,refers
456,pe,turz,p.e.,doo_mah,nasdaq100
457,photographer,journalist,photographers,reporter,photography
458,inform,informing,informed,notify,instructed
459,turkish,turkey,cypriot,greek,ankara
460,coal,mine,mining,ore,mines
461,cry,cries,shout,crying,remember
462,messaging,conferencing,email,e-mail,sms
463,pentium,celeron,microprocessor,microprocessors,mmx
464,quantum,electrodynamics,computation,theoretical,chromodynamics
465,murray,blake,davis,murphy,rogers
466,intent,intention,intentions,merely,aim
467,tt,sidecar,ultra-lightweight,2306,65stk
468,zoo,zoos,aquarium,hahmz,ragunan
469,largely,mostly,partly,entirely,essentially
470,pleasant,lovely,quiet,surroundings,tranquil
471,announce,announcing,announcement,announced,announces
472,constructed,built,construct,rebuilt,erected
473,additions,alterations,refinements,modifications,renovations
474,requiring,require,requires,required,requirement
475,spoke,speaking,talked,speak,afterward
476,aka,a.k.a.,disambiguation,pyoot,http://www.co.mo.md.us
477,arrow,quiver,cf-105,65stk,arrows
478,engagement,engaged,engage,importantly,engagements
479,sampling,sample,sampled,villus,calculation
480,rough,hard,gnarly,tough,difficult
481,weird,strange,wacky,odd,creepy
482,tee,fairway,par-3,dashst,3-wood
483,refinance,refinanced,repay,borrowers,borrow
484,lion,elephant,wolf,bear,beast
485,inspired,inspiration,famous,influenced,ironically
486,holes,hole,woods,par,mickelson
487,weddings,funerals,wedding,graduations,banquets
488,blade,blades,single-edged,knife,vorpal
489,suddenly,finally,turned,inexplicably,nowhere
490,oxygen,hydrogen,nitrogen,helium,nutrients
491,cookie,cookies,cake,crumbs,biscuit
492,meals,meal,dinners,lunches,breakfast
493,canyon,creek,canyons,yosemite,placerita
494,goto,hirooki,mitsutaka,kanoko,js03
495,meters,metres,meter,feet,m
496,merely,simply,rather,meant,fact
497,calendars,calendar,almanacs,postcards,lunisolar
498,arrangement,arrangements,whereby,arranged,exception
499,conclusions,findings,conclusion,recommendations,concluded
500,passes,passing,pass,passed,turns
501,bibliography,annotated,bibliographies,biographical,glossary
502,pointer,pointers,shorthaired,spoolname,65stk
503,compatibility,compatible,functionality,cross-browser,emulation
504,stretch,stretches,stretching,stretched,halfway
505,durham,worcester,raleigh,wc2003-sri,wc2003
506,furthermore,moreover,likewise,consequently,whereas
507,permits,permit,permitting,permitted,licenses
508,cooperative,partnership,beneficial,collaboration,cooperatives
509,muslim,muslims,moslem,islamic,moslems
510,xl,procardia,toprol,http://www.statoil.com,http://www.comair.com
511,neil,matthews,jenkins,mckenzie,thompson
512,sleeve,sleeves,gastrectomy,jacket,gatefold
513,netscape,browser,microsoft,aol,browsers
514,cleaner,efficient,fuels,cleaners,greener
515,cricket,cricketers,twenty20,rugby,wc2003
516,beef,meat,pork,chicken,cow
517,feeding,feed,feeds,involves,keeping
518,stroke,strokes,wound,heart,mickelson
519,township,townships,unincorporated,county,grove
520,rankings,ranked,ranking,ranks,top
521,measuring,measured,measurement,magnitude,measurements
522,cad,computer-aided,2d/3d,http://www.mediabynumbers.com,bb96
523,hats,hat,wore,wearing,donning
524,robin,http://www.co.mo.md.us,knox-johnston,prohertrib,thahl
525,robinson,walker,parker,gardner,baker
526,jacksonville,jaguars,tampa,miami,cincinnati
527,strap,straps,fastened,headband,buckle
528,headquarters,offices,hq,outside,headquarter
529,sharon,ariel,netanyahu,barak,peres
530,crowd,crowds,cheering,fans,spectators
531,tcp,sctp,tcp/ip,udp,ssl/tls
532,transfers,transfer,transferring,additionally,involve
533,surf,surfing,surfers,surfer,lifesavers
534,olympic,olympics,medalist,medals,athletes
535,transformation,transforming,transformations,transform,transformed
536,remained,remain,remains,stayed,although
537,attachments,_____________________________________________,attachment,missives,lat@ap.org
538,dv,rsm03,gph03,camcorder,localweather
539,dir,doo_mah,fahnt,oly-2004-cycling,eirmalasare
540,entities,entity,corporations,governmental,institutions
541,customs,enforcement,authorities,immigrations,excise
542,administrators,educators,principals,professors,managers
543,personality,personalities,quirky,traits,character
544,rainbow,warrior,www.slarmy.org,http://www.co.mo.md.us,js94bb
545,hook,hooks,http://www.co.mo.md.us,dellcptr,65stk
546,roulette,craps,blackjack,dellcptr,baccarat
547,decline,declines,rise,declining,decrease
548,gloves,donning,glove,socks,wearing
549,israeli,israel,palestinian,palestinians,israelis
550,medicare,medicaid,beneficiaries,hmos,premiums
551,cord,cords,umbilical,spinal,detonator
552,skiing,ski,snowboarding,cross-country,alpine
553,cloud,clouds,shadow,ash,enveloped
554,facilitate,facilitating,enable,facilitated,enabling
555,subscriber,subscribers,dsl,subscriptions,adsl
556,valve,valves,mitral,throttle,tricuspid
557,val,d'isère,gardena,d'elsa,doonican
558,hewlett,packard,compaq,ibm,intel
559,explains,explained,describes,suggests,explaining
560,proceed,proceeding,proceeded,decide,intend
561,flickr,photobucket,del.icio.us,tumblr,instagram
562,feelings,emotions,thoughts,sentiments,feeling
563,knife,knives,scissors,blade,machete
564,jamaica,barbados,bahamas,trinidad,tobago
565,priorities,priority,agenda,objectives,focus
566,shelf,shelves,medearis,alumal,alumhg
567,bookstore,bookshop,coffeehouse,kinokuniya,store
568,timing,coincidence,precise,precisely,exactly
569,liked,likes,figured,knew,remarked
570,parenting,mothering,rearing,socialization,emphasizes
571,adopt,adopting,adopted,introduce,adopts
572,denied,denying,deny,insisted,claiming
573,fotos,recuerdos,mensajes,dibujos,sentimientos
574,incredible,amazing,unbelievable,astonishing,phenomenal
575,britney,spears,aguilera,madonna,timberlake
576,freeware,shareware,closed-source,open-source,full-featured
577,donation,donated,donations,donating,donate
578,outer,inner,outermost,enclosing,fringes
579,crop,crops,harvest,harvests,wheat
580,deaths,fatalities,accidents,death,incidents
581,rivers,river,streams,tributaries,creeks
582,commonwealth,nokiacorp,genlelec,represented,wrldcom
583,pharmaceutical,pharmaceuticals,biotechnology,novartis,pfizer
584,manhattan,midtown,brooklyn,york,bronx
585,tales,tale,stories,fairy,legends
586,katrina,hurricane,aftermath,fema,orleans
587,workforce,employment,jobs,employing,employ
588,islam,christianity,islamic,muslims,religion
589,nodes,node,lymph,ranvier,compute
590,tu,bishvat,quoque,dueña,mamá
591,fy,tehz,hahj,duhm,loht
592,thumbs,flashed,nod,fingers,twiddled
593,seeds,seed,seedlings,sunflower,fruits
594,cited,citing,noting,noted,cites
595,lite,deee,nasdaq100,oly-2004-box,65stk
596,ghz,gigahertz,mhz,dual-core,quad-core
597,hub,hubs,connecting,bustling,gateway
598,targeted,targeting,targets,targetted,target
599,organizational,organisational,expertise,importantly,leadership
600,skype,voip,telephony,messaging,timewrn
601,realized,realised,realize,realizing,unfortunately
602,twelve,fourteen,eleven,thirteen,fifteen
603,founder,founders,founded,co-founder,founding
604,decade,decades,1990s,years,1980s
605,gamecube,ps2,xbox,playstation,nintendo
606,rr,fh,am94,localweather,aks
607,dispute,disputes,disagreement,resolved,resolve
608,portuguese,spanish,portugal,brazilian,portugese
609,tired,weary,frustrated,scared,bored
610,adverse,impacts,consequence,impact,effects
611,everywhere,seeing,nowhere,wherever,everyone
612,excerpt,excerpts,epilogue,snippet,part2-nytsf
613,eng,thahl,nangk,c1-fra,capt
614,steam,locomotive,powered,locomotives,boiler
615,discharge,discharges,discharging,discharged,dishonourable
616,ef,135mm,400mm,85mm,500mm
617,drinks,drink,beverages,snacks,beverage
618,ace,angiotensin-converting,_____________________________________________,srivalo,piyanart
619,voices,voice,echoes,echoing,heard
620,acute,chronic,respiratory,severe,suffering
621,halloween,christmas,holiday,ghoulish,thanksgiving
622,climbing,climb,jumping,climbed,climbers
623,stood,stands,standing,beside,saw
624,sing,singing,sang,sings,tune
625,tons,tonnes,metric,ton,exported
626,perfume,fragrance,perfumes,fragrances,scents
627,carol,vaness,judy,vorderman,linda
