,0,1,2,3,4
68,hostels,hostel,dormitories,dorms,accommodated
69,shine,shines,shone,sparkle,bright
70,senegal,gambia,mali,gabon,ghana
71,explosion,blast,exploded,explosions,blasts
72,pn,oly-2004-box,localweather,rw96,mo94
73,banned,prohibited,bans,ban,banning
74,wendy,oxenhorn,doolan,crewson,strothman
75,briefs,undated,_____________________________________________,cgolden@statesman.com,teepencolumn@coxnews.com
76,signatures,petitions,petition,signature,valid
77,cove,copperas,cades,jetty,lamorna
78,mumbai,bombay,delhi,pune,ahmedabad
79,ozone,depletion,smog,cfcs,pollution
80,disciplines,sub-disciplines,professions,competitions,aspects
81,casa,batlló,dragones,milà,contratación
82,mu,pi,shuangshuang,tazila,tazili
83,daughters,daughter,siblings,sons,grandchildren
84,conversations,conversation,interviews,overheard,transcripts
85,radios,telephones,cellphones,televisions,phones
86,tariff,tariffs,subsidy,import,preferential
87,nvidia,gpu,gpus,ati,chipset
88,opponent,opponents,foe,defeating,adversary
89,pasta,cooked,pastas,penne,macaroni
90,simplified,simpler,differs,simplification,simplify
91,muscles,muscle,flexing,tendons,extraocular
92,serum,albumin,ferritin,resistin,anti-venom
93,wrapped,wrapping,wrap,wraps,pressed
94,swift,quick,speedy,hesperange,prompt
95,motherboard,motherboards,chipset,chipsets,bios
96,runtime,run-time,compiler,objective-c,php
97,inbox,lat@ap.org,hertzberg@nytimes.com,mailbox,weyded@nytimes.com
98,focal,emblematic,hence,js94bb,http://www.mediabynumbers.com
99,bibliographic,bibliographical,bibliographies,cataloguing,databases
100,eden,wc2003-sri,wc2003-wis,vruhl,naborsind
101,distant,faraway,presumably,vicinity,indeed
102,incl,fixtures/results,gph02,1990-present,eur2004-gre
103,champagne,cognac,bottle,sparkling,toasts
104,ala,littoria,maududi,chihn,thruh
105,decimal,binary-coded,hexadecimal,duodecimal,sexagesimal
106,hq,headquarter,headquarters,hqs,fahnt
107,deviation,deviations,conversely,variance,hence
108,superintendent,inspector,lausd,www.caib.us,assistant
109,propecia,orlistat,finasteride,proscar,rogaine
110,dip,dips,dipping,drop,plunge
111,nbc,cbs,abc,fox,espn
112,samba,pagode,bahian,frevo,mangueira
113,hostel,hostels,dormitory,dormitories,dorms
114,housewives,desperate,harried,oly-2004-fhockey,clueless
115,employ,employing,employed,utilize,employs
116,mongolia,kazakhstan,mongolian,ulaanbaatar,shaanxi
117,penguin,puffin,dutton,0-948817-19-4,naborsind
118,magical,magic,mystical,otherworldly,supernatural
119,influences,influenced,influence,incorporating,styles
120,inspections,inspection,inspectors,compliance,inspect
121,irrigation,drainage,irrigated,dams,reservoirs
122,miracle,miracles,miraculous,cure,ironically
123,manually,automatically,mechanically,optionally,simultaneously
124,reprint,reprints,reprinting,self-published,reprinted
125,reid,mcconnell,mitchell,scott.collins@latimes.com,svahng
126,wt,-89,+.04,localweather,+.07
127,hydraulic,hydraulics,mechanical,pneumatic,actuators
128,centered,centred,focused,revolved,____________________________________________
129,robertson,stephens,http://www.co.mo.md.us,matthews,svahng
130,flex,mentallo,plexico,funkmaster,flexing
131,yearly,annual,annually,monthly,additionally
132,penetration,penetrating,penetrated,furthermore,penetrate
133,wound,wounds,stab,bullet,chest
134,belle,epoque,glade,époque,plaine
135,rosa,ponselle,klebb,praunheim,mystica
136,conviction,convictions,verdict,guilty,upheld
137,hash,sha-1,md5,cryptographic,sha-256
138,omissions,misrepresentations,omission,inaccuracies,misstatements
139,writings,texts,essays,scholarly,biographies
140,hamburg,stuttgart,munich,berlin,cologne
141,lazy,timid,clumsy,grumpy,cranky
142,mv,flagged,freighter,semlow,sagafjord
143,mpg,mileage,city/27,city/28,city/29
144,retrieval,retrieving,archiving,summarization,utilizing
145,qualities,attributes,traits,admirable,characteristics
146,cindy,sheehan,guagenti,crawford,hickey
147,fathers,husbands,grandfathers,wives,mothers
148,carb,diets,dieters,calorie,dieting
149,charging,charge,charged,arguing,countered
150,cas,lausanne,oly-2004-weightlifting,cae,arbitrators
151,marvel,comics,superhero,superheroes,superman
152,lined,lining,decked,filled,surrounded
153,cio,afl-cio,afl,sweeney,trumka
154,dow,jones,industrials,nasdaq,thuhd
155,prototype,prototypes,developed,model,manufactured
156,importantly,undoubtedly,likewise,moreover,lastly
157,rb,wr,dt,qb,scl
158,petite,sirah,durif,sœur,reet
159,apparatus,weberian,utilizing,utilizes,http://www.mediabynumbers.com
160,upc,cablecom,ziggo,lgc,pareco
161,terrain,rugged,mountainous,hilly,topography
162,dui,drink-driving,misdemeanour,oly-2004-weightlifting,lg03
163,pens,pencils,ballpoint,ballpoints,notepads
164,explaining,describing,explained,explain,noting
165,yen,dollar,greenback,weaker,yesterday
166,strips,furring,naborsind,devonengy,js94bb
167,gossip,rumor,gossipy,blogs,columnists
168,rangers,mariners,devils,royals,yankees
169,nomination,nominee,nominated,nominees,nominations
170,empirical,theoretical,methodology,qualitative,relevance
171,mh,am94,rw94,localweather,mo94
172,rotary,kiwanis,crank,http://www.nwguild.org,wankel
173,worm,worms,ouroboros,sobig,slammer
174,dependence,dependency,reliance,lessen,dependent
175,discrete,analogous,two-dimensional,i.e.,conversely
176,beginner,beginners,novice,lastly,65stk
177,boxed,packaged,k978-1,str95bb,mo95
178,lid,lids,jar,hinged,squeeze
179,sexuality,nudity,sensuality,sexual,eroticism
180,polyester,nylon,polypropylene,spandex,yarn
181,cubic,feet,body-centered,litres,face-centered
182,deaf,hard-of-hearing,mute,blind,mutes
183,commitments,obligations,pledges,commitment,fulfill
184,suggesting,suggest,suggested,suggests,indicating
185,sapphire,emerald,topaz,amethyst,alumhg
186,kinase,kinases,tyrosine,phosphorylation,serine/threonine
187,skirts,skirt,dresses,trousers,pleated
188,mats,sundin,wilander,mat,hummels
189,remainder,rest,latter,consequently,likewise
190,crawford,http://www.co.mo.md.us,almutah,miller,svahng
191,labeled,labelled,termed,similarly,referred
192,privileges,afforded,granted,granting,privilege
193,televisions,tvs,refrigerators,vcrs,screens
194,specializing,specializes,specialising,specialized,specialize
195,marking,marked,commemorating,commemoration,50th
196,commodities,commodity,metals,markets,foodstuffs
197,pvc,polyvinyl,polypropylene,piping,plasticizers
198,serbia,montenegro,yugoslavia,serbian,belgrade
199,sheriff,sheriffs,constable,arpaio,http://www.co.mo.md.us
200,griffin,cunningham,scott.collins@latimes.com,svahng,miller
201,declined,refused,noting,indicated,however
202,guyana,barbados,suriname,trinidad,tobago
203,spies,spy,informers,traitors,collaborators
204,blah,goy,tehz,waysh,nuhv
205,mime,decroux,marceau,misu,juggler
206,neighbor,neighbour,neighbors,neighbours,next-door
207,motorcycles,motorbikes,bicycles,mopeds,scooters
208,elect,elected,electing,legislators,inauguration
209,highways,roads,roadways,highway,freeways
210,thinkpad,imac,thinkpads,ultraportable,ibook
211,concentrate,concentrating,focus,concentrated,focusing
212,intimate,intimacy,revealing,relationships,acquaintance
213,reproductive,reproduction,infertility,fertility,adolescent
214,preston,mansfield,burnley,sutton,http://www.co.mo.md.us
215,deadly,fatal,attacks,attack,devastating
216,bunny,bugs,berigan,bunnies,daffy
217,chevy,chevrolet,'57,caprice,camaro
218,molecules,molecule,atoms,proteins,particles
219,rounds,round,six,four,eight
220,longest,shortest,span,long,ever
221,refrigerator,fridge,freezer,dishwasher,refrigerators
222,tions,tion,ques,el1l,k586-1
223,intervals,interval,alternating,increments,duration
224,sentences,sentence,imprisonment,jail,sentenced
225,dentists,physicians,pharmacists,chiropractors,pediatricians
226,usda,fsis,aphis,soybean,str95bb
227,exclusion,inclusion,excluded,zones,exclude
228,workstation,workstations,sgi,desktop,desktops
229,holocaust,nazis,nazi,victims,survivor
230,keen,vahlz,eager,interested,convinced
231,flyer,flier,dellcptr,http://www.nwguild.org,k977-1
232,peas,lentils,beans,okra,chickpeas
233,dosage,dosages,dose,doses,medication
234,receivers,receiver,quarterbacks,linebackers,wideout
235,urls,url,hyperlinks,acrostics,e-services
236,customise,personalise,fine-tune,re-imagine,illumine
237,disposition,dispositions,amiable,kd97,js94bb
238,variance,variances,deviation,conversely,σ2
239,navigator,explorer,6110,co-pilot,piloting
240,investigators,investigating,investigation,prosecutors,detectives
241,cameroon,gabon,senegal,ghana,togo
242,baking,bake,cookie,cake,flour
243,marijuana,cannabis,cocaine,heroin,hashish
244,adaptive,utilizing,hypermedia,utilizes,re-use
245,computed,approximated,compute,calculating,calculate
246,needle,needles,hypodermic,threading,syringe
247,baths,bath,tubs,sauna,saunas
248,enb,tom.fowler@chron.com,rw96,jenalia.moreno@chron.com,brett.clanton@chron.com
249,gg,allin,am94,rsm03,rw94
250,cathedral,basilica,chapel,church,rector
251,brakes,brake,braking,wheel,wheels
252,og,sogn,hornnes,evje,uvdal
253,nirvana,cobain,nevermind,grunge,r.e.m.
254,ko,chayng,gyi,olina,d00l
255,fairfield,westport,greenwich,litchfield,bridgeport
256,owns,owned,buys,sells,operates
257,til,'til,doo_mah,loht,shuhn
258,invision,nexar,syniverse,powermat,powerwave
259,sticky,gooey,fingaz,rubbery,slimy
260,destiny,k978-1,ultimate,http://www.mediabynumbers.com,k587-1
261,generous,importantly,rewarded,giving,benefit
262,madness,mayhem,bdb94,http://www.mediabynumbers.com,k978-1
263,emacs,xemacs,multics,sccs,avrahami
264,climb,climbing,climbs,ascent,climbed
265,blowing,blew,blown,ripping,blasting
266,fascinating,interesting,intriguing,captivating,riveting
267,landscapes,landscape,seascapes,cityscapes,scenery
268,heated,cooled,debate,stirred,debates
269,lafayette,galeries,prohertrib,cajundome,vwahr
270,jackie,deshannon,joyner-kersee,gleason,drohs
271,wto,gatt,lamy,trade,eu
272,computation,computations,computational,algorithms,calculation
273,hay,vruhl,ehsh,zgray,hoond
274,cardiovascular,cardiac,diabetes,hypertension,obesity
275,ww,ww2,wwww,singhana,ashurnasirpal
276,sparc,v9,i386,pa-risc,ia-64
277,cardiac,arrhythmia,cardiovascular,heart,arrhythmias
278,salvation,redemption,resurrection,deliverance,savior
279,dover,folkestone,calais,http://www.co.mo.md.us,ramsgate
280,adrian,dantley,rollini,zmed,leijer
281,predictions,predicting,prediction,forecasts,projections
282,accompanying,accompanied,accompany,accompanies,describing
283,vatican,pope,papal,benedict,pontiff
284,brutal,vicious,ruthless,murderous,brutality
285,learners,learner,learning,tutors,curricula
286,gd,pts,vnccpbn,ustbimp,toworrell
287,selective,mutism,selectively,κ-opioid,conversely
288,arbitration,arbitrators,arbitrator,agreeing,grievance
289,configuring,configure,annotating,synthesising,re-designing
290,token,tokens,js04bb,str94,rw95
291,editorials,articles,op-eds,editorial,criticizing
292,zinc,manganese,copper,aluminium,ores
293,sacrifice,sacrificed,sacrifices,sacrificing,importantly
294,seekers,asylum,seeker,migrants,illegals
295,guru,gurus,disciple,hargobind,nanak
296,isa,genzken,yuguda,al-khalifa,nasaruddin
297,removable,waterproof,replaceable,encased,foldable
298,convergence,implies,abscissa,moreover,furthermore
299,yields,yield,yielding,bond,comparable
300,gibraltar,malta,www.slarmy.org,algeciras,caruana
301,levy,cohen,svahng,benjamin,piyanart
302,suited,ideally,similarly,utilized,rather
303,numeric,keypad,predefined,keypads,alphanumeric
304,anthropology,sociology,archaeology,linguistics,archeology
305,skating,skaters,skate,skater,gymnastics
306,kinda,sorta,'cause,messed,kooky
307,aberdeen,dundee,inverness,kilmarnock,hibernian
308,emperor,emperors,xuanzong,reign,empress
309,grad,mrkonjić,ivanić,bm-21,studentski
310,malpractice,liability,lawsuits,litigation,contending
311,dylan,springsteen,drohs,morrison,beatles
312,bras,panties,underwire,bustiers,pantyhose
313,belts,belt,buckles,fastened,fasten
314,blacks,whites,hispanics,latinos,asians
315,educated,schooled,well-educated,graduates,eton
316,rebates,incentives,discounts,incentive,rebate
317,reporters,told,briefing,spoke,asked
318,burke,http://www.co.mo.md.us,scott.collins@latimes.com,gardner,murphy
319,proudly,proclaims,proclaiming,cheerfully,boasted
320,pix,420,oly-2004-swim,"1,340",#ukqec
321,necessity,stressing,emphasizing,emphasized,importantly
322,rendering,rendered,render,renders,useless
323,mic,someşul,nangk,65stk,oly-2004-fhockey
324,inserted,insert,inserting,insertion,threaded
325,pulling,pull,pulled,putting,pushing
326,kyle,katarn,boller,wanvig,ryan
327,obesity,diabetes,prevalence,overweight,obese
328,curves,curve,bends,sinuous,curving
329,suburban,suburbs,suburb,affluent,neighborhoods
330,touring,toured,tour,tours,whilst
331,clara,haskil,zetkin,santa,http://www.co.mo.md.us
332,vertex,vertices,hypergraph,planar,equivalently
333,bw,tpu,ccsp,gbf,cacs
334,hepatitis,tuberculosis,infection,typhoid,hcv
335,nationally,regionally,globally,additionally,advertised
336,tomato,eggplant,tomatoes,cucumber,lettuce
337,andorra,liechtenstein,schaan,faroe,ordino
338,waterproof,weatherproof,water-resistant,overshoes,waterproofed
339,expired,expires,expire,expiring,expiration
340,mj,oly-2004-box,js03,24aou94,oly-2004-fhockey
341,travels,traveled,travelled,traveling,journey
342,flush,str95bb,k978-1,bulletinyyy,k977-1
343,waiver,waive,waivers,permit,granting
344,pale,reddish,pinkish,yellowish,dark
345,specialties,specialities,specialty,speciality,subspecialties
346,hayes,matthews,http://www.co.mo.md.us,http://www.nwguild.org,lehf
347,humanitarian,aid,assistance,relief,urgently
348,invitations,invitation,inviting,invite,invited
349,functioning,functioned,furthermore,importantly,normal
350,delight,astonishment,joy,delights,amazement
351,survivor,survivors,victim,http://www.oklahomacitynationalmemorial.org,survived
352,garcia,lopez,hernandez,diaz,jimenez
353,cingular,verizon,bellsouth,mci,timewrn
354,economies,economy,emerging,countries,markets
355,alexandria,troas,prohertrib,antioch,http://www.co.mo.md.us
356,bacterial,fungal,pathogens,bacteria,microorganisms
357,moses,orimolade,chorene,sichone,znaimer
358,counted,counting,tallied,likewise,nevertheless
359,undertake,undertaken,undertaking,undertook,embark
360,declare,declaring,declared,declares,proclaim
361,continuously,continually,periodically,constantly,simultaneously
362,johns,hopkins,www.caib.us,ilovar,cornell
363,valves,valve,cylinders,piston,actuated
364,gaps,gap,yawning,bridged,discrepancies
365,impaired,impair,visually,handicapped,impairs
366,achievements,accomplishments,achievement,successes,accomplishment
367,donors,donor,donations,contributors,donation
368,tear,riot,disperse,bullets,teargas
369,jewel,jewels,staite,srivalo,piyanart
370,teddy,ruxpin,pendergrass,drohs,pyoot
371,lf,nf,strikeouts_rajohnson,oly-2004-box,oly-2004-fhockey
372,convertible,convertibles,hardtop,c70,cabriolet
373,ata,zhurt,meken,uniph,taa
374,teaches,taught,teach,teaching,emphasizes
375,ventures,venture,invested,investments,subsidiaries
376,nil,non-existent,darpan,practically,nonn
377,stranger,strangers,encounters,imagine,whenever
378,tragedy,tragic,tragedies,happened,terrible
379,julian,tuwim,dibbell,thahl,reister
380,nest,nests,nesting,eggs,chicks
381,pam,beesly,grier,dawber,o'toole
382,dryer,washer,dryers,conditioner,driers
383,painful,wrenching,endure,unpleasant,excruciating
384,velvet,satin,suede,lace,pink
385,tribunal,hague,crimes,tribunals,icty
386,ruled,rule,ruling,challenged,arguing
387,nato,airstrikes,kosovo,bosnia,balkans
388,pensions,pension,salaries,wages,retirees
389,prayers,prayer,pray,prayed,worshippers
390,funky,jazzy,groovy,retro,mellow
391,secretariat,secretariats,gobernacion,auspices,ministerial
392,nowhere,unfortunately,anyway,gone,hardly
393,cop,cops,gangster,detective,wannabe
394,paragraphs,paragraph,appended,epilogue,concluding
395,gale,sayers,_____________________________________________,sondergaard,piyanart
396,joins,enters,joining,join,rejoins
397,adolescent,adolescents,adolescence,teenagers,angst
398,nominations,nominees,nominated,oscars,nomination
399,wesley,clark,addison,willis,http://www.co.mo.md.us
400,dim,brighten,dimmed,fading,dimming
401,lately,gotten,ironically,unfortunately,hardly
402,cancelled,canceled,cancellation,cancel,scrapped
403,scary,frightening,creepy,weird,terrifying
404,mattress,mattresses,cushions,pillows,bedding
405,brunei,darussalam,laos,malaysia,oman
406,likewise,furthermore,moreover,nevertheless,indeed
407,banana,bananas,mango,pineapple,papaya
408,introductory,tutorial,textbook,essay,lecture
409,slovak,slovakian,czech,hungarian,bratislava
410,cakes,baked,cake,pastries,pies
411,stan,gelbaugh,grij,albeck,svahng
412,reservoir,reservoirs,dam,quabbin,upstream
413,occurrence,occurrences,occurring,uncommon,occur
414,idol,idols,matinee,contestant,contestants
415,mixer,mixing,mixers,whisk,paddle
416,remind,reminded,reminding,reminds,forget
417,wc,oly-2004-doping,wc2003-sri,localweather,oly-2004-basket
418,worcester,durham,gloucester,hereford,norwich
419,demographic,demographics,trends,psychographic,moreover
420,charming,delightful,lovely,wonderfully,beguiling
421,mai,zetterling,uale,chaing,kadowaki
422,tooth,teeth,jaw,bones,nail
423,disciplinary,sanction,suspensions,misconduct,infractions
424,annoying,irritating,obnoxious,distracting,amusing
425,respected,regarded,esteemed,admired,influential
426,stays,stay,staying,keeps,stayed
427,disclose,disclosing,divulge,disclosed,reveal
428,affair,adulterous,relationship,extramarital,publicized
429,drove,driven,chased,driving,pushed
430,washer,dryer,washers,dishwasher,wiper
431,upset,upsetting,stunned,surprised,upsets
432,restrict,restricting,restricts,curtail,limiting
433,springer,springer@globe.com,kubi,berman,722-0192
434,beside,sitting,sits,stands,underneath
435,mines,mine,mining,mined,coal
436,portraits,portrait,paintings,depicting,painted
437,rebound,rebounded,bounce,slump,rebounding
438,logan,http://www.co.mo.md.us,scott.collins@latimes.com,www.slarmy.org,dawson
439,mentor,protégé,mentors,colleague,onetime
440,interpreted,implying,viewed,interpret,misinterpreted
441,evaluations,evaluation,assessments,appraisals,analyses
442,fought,battles,battle,fight,battled
443,baghdad,iraqi,iraq,fallujah,mosul
444,elimination,eliminating,eliminated,eliminate,eliminates
445,metres,meters,metre,m,meter
446,hypothetical,scenario,scenarios,analogous,plausible
447,immigrants,immigrant,migrants,undocumented,immigration
448,complimentary,refreshments,dellcptr,_____________________________________________,em96
449,helicopter,helicopters,flew,plane,chopper
450,pencil,sharpener,sharpeners,crayon,pencils
451,freeze,freezes,froze,freezing,halt
452,hk,kong,hong,7.7915,7.7920
453,performer,performers,entertainer,musician,songwriter
454,abu,sayyaf,dhabi,bakr,hamza
455,titled,entitled,“,”,book
456,commissions,overseen,http://www.nwguild.org,moreover,www.caib.us
457,sphere,spheres,analogous,relation,i.e.
458,moss,carrie-anne,sinorice,sphagnum,jernverk
459,ratios,ratio,lift-to-drag,thrust-to-weight,conversely
460,concord,lexington,n.h.,http://www.co.mo.md.us,http://www.nifc.gov/
461,graduated,graduating,graduate,enrolled,studied
462,endorsed,endorse,endorsing,endorses,opposed
463,ty,chahs,jehp,wigginton,myehs
464,surprising,startling,unexpected,surprise,indeed
465,walnut,pecan,oak,mahogany,pine
466,lance,armstrong,rentzel,schulters,matthews
467,ladder,ladders,rung,rungs,climb
468,italia,forza,omnitel,458,olivetti
469,unnecessary,needless,unwarranted,unnecessarily,distraction
470,dramatically,drastically,significantly,considerably,substantially
471,liberia,leone,liberian,monrovia,angola
472,sherman,http://www.co.mo.md.us,wheeler,snyder,porter
473,cork,limerick,kilkenny,galway,wexford
474,maximize,maximise,maximizing,minimize,maximized
475,cj,e&m,linde,morley,drohs
476,hansen,janlgardner@yahoo.com,http://www.co.mo.md.us,crauscher,kahg
477,senators,congressmen,lawmakers,senate,republicans
478,workout,workouts,gym,regimen,offseason
479,mali,senegal,mauritania,benin,bamako
480,yugoslavia,serbia,yugoslav,montenegro,bosnia
481,bleeding,stomach,hemorrhaging,hemorrhage,wound
482,characterization,characterizations,characterisation,characterizing,characterize
483,colon,bartolo,colorectal,prostate,polyps
484,likelihood,possibility,moreover,expectation,anticipating
485,lanes,roadway,hov,lane,carpool
486,purse,purses,wallet,snatchings,briefcase
487,fundamentals,bullish,importantly,underpinned,basically
488,contamination,contaminated,contaminants,contaminating,radioactivity
489,mtv,vh1,nickelodeon,vh-1,mtv2
490,endangered,imperiled,wildlife,habitat,protected
491,compromise,compromises,proposal,agreeing,agree
492,masturbation,bestiality,coitus,sadomasochism,promiscuity
493,optimize,optimise,utilize,optimizing,optimized
494,stating,stated,explaining,noting,commented
495,dome,domes,domed,cupola,clingmans
496,caroline,niece,http://www.co.mo.md.us,elizabeth,stephanie
497,leu,clariden,low-enriched,evelyne,indnsia
498,expiration,expiry,expired,expire,expiring
499,namespace,namespaces,datatype,sxml,codice_50
500,align,|,35px,aligning,180px
501,peripheral,neuropathies,neuropathy,conversely,importantly
502,bless,thank,pray,blessing,god
503,engaging,engaged,engage,involve,engages
504,negotiation,negotiations,negotiating,discussions,negotiate
505,crest,whitestrips,crests,biotechtrst,65stk
506,opponents,foes,opposing,argue,contend
507,triumph,victory,triumphs,triumphant,triumphed
508,nominated,nominations,nominees,nomination,nominee
509,confidentiality,secrecy,privacy,disclosing,confidential
510,electoral,election,elections,voting,vote
511,welding,welder,machining,oxy-fuel,welders
512,deferred,deferring,deferral,defer,reconsidered
513,alternatively,conversely,wherein,lastly,hence
514,heel,toe,heels,boot,achilles
515,alloy,alloys,aluminum,aluminium,magnesium
516,condos,condominiums,condo,apartments,townhouses
517,plots,plot,plotted,conspiracies,plotting
518,polished,shiny,burnished,unpolished,lacquered
519,yang,liu,yu,wang,wei
520,gently,alternately,gentle,playfully,nudged
521,greensboro,raleigh,asheville,n.c.,winston-salem
522,tulsa,oklahoma,louisville,houston,stillwater
523,locking,lugs,lock,dellcptr,locked
524,casey,howell,perry,kelly,http://www.co.mo.md.us
525,controversial,contentious,controversy,criticized,proposed
526,draws,drawing,drew,draw,drawn
527,fridge,refrigerator,freezer,leftovers,pantry
528,blanket,covered,k977-1,k587-1,srivalo
529,bloom,blooms,blossoms,bloomed,srivalo
530,qc,pannick,kavanagh,oly-2004-box,frs
531,simpsons,futurama,episode,seinfeld,groening
532,lou,gehrig,piniella,dobbs,gorman
533,elliott,gould,payne,elliot,bennett
534,recovered,recovering,recover,retrieved,missing
535,fraser,referees_kerry,macdonald,mackenzie,shelly-ann
536,justify,justifying,justified,justification,justifies
537,upgrading,upgrade,refurbishing,modernizing,improving
538,blades,blade,scissors,propeller,propellers
539,pgp,gnupg,s/mime,rtb,passphrase
540,loops,loop,froot,looping,looped
541,surge,surges,surging,spurred,rise
542,frontpage,720s,page1-consider,budget-1stld,1400s
543,trauma,traumatic,traumas,psychological,suffering
544,aw,shucks,vmfa,nangk,oly-2004-tennis
545,tahoe,truckee,malibu,thunderbird,escalade
546,advert,adverts,advertisement,tagline,advertisements
547,possess,possessed,possesses,possessing,furthermore
548,demanding,demanded,demands,calling,insisting
549,defensive,linemen,lineman,offensive,linebackers
550,sip,thohr,slurp,sipped,thorne
551,flashers,mangxamba,k586-1,________________,27aou94
552,subaru,impreza,wrx,honda,mcrae
553,forbidden,prohibited,permitted,forbid,strictly
554,tf,"5,890","5,830",te,decreased
555,vanilla,cinnamon,butter,cream,caramel
556,programmers,programmer,animators,timewrn,http://www.nwguild.org
557,pj,deboy,tihg,bohld,oly-2004-fhockey
558,monitored,monitoring,monitor,monitors,scrutinized
559,installations,installation,airfields,1514.00,vicinity
560,deutschland,bundesrepublik,alles,thüringen,e.v.
561,picnic,playground,picnics,gazebo,camping
562,souls,soul,kindred,afterlife,brave
563,arrivals,departures,visitor,bookings,arrival
564,spank,smilers,clawfinger,terrorvision,-8.00
565,cw,upn,mynetworktv,wb,wjw
566,practitioner,practitioners,physician,nurse,therapist
567,motivated,justified,undoubtedly,obviously,convinced
568,wr,wideout,dt,qb,rb
569,dumb,stupid,silly,dumber,joke
570,smithsonian,exhibit,curator,curators,museum
571,hollow,hoggs,sleepy,encased,resembling
572,vault,vaults,vaulting,oly-2004-gymnastics,_____________________________________________
573,securely,fastened,stowed,conveniently,tethered
574,examining,examine,examined,reviewing,analyzing
575,groove,grooves,funky,run-out,biotechtrst
576,revelation,revelations,startling,indeed,ironically
577,rg,eur2004-gre,am94,gph02,nasdaq100
578,pursuit,pursuing,quest,pursued,pursue
579,delegation,delegations,representatives,met,meeting
580,wires,cables,wire,wiring,strung
581,bl,5.5-inch,13.5-inch,50-calibre,oly-2004-box
582,dictionaries,encyclopedias,dictionary,glossaries,encyclopaedias
583,mails,emails,messages,faxes,e-mails
584,backing,backed,support,supporting,backers
585,greenhouse,emissions,gases,dioxide,carbon
586,sleeps,slept,eats,wakes,sneaks
587,vc,dcm,http://www.oklahomacitynationalmemorial.org,lastly,oly-2004-box
588,blake,murray,http://www.co.mo.md.us,davis,janlgardner@yahoo.com
589,transparency,openness,accountability,fairness,governance
590,dee,zheed,stehf,waysh,hahj
591,travis,harris,mcgee,matthews,willis
592,wx,cscc,xon,klt,fsr
593,endless,unending,interminable,seemingly,countless
