,0,1,2,3,4
57,gnu,gpl,lgpl,open-source,gplv2
58,happened,happen,exactly,happening,unfortunately
59,expressed,expressing,concern,voiced,noting
60,jeff,miller,scott,zimmerman,davis
61,extent,moreover,indeed,furthermore,fact
62,sharp,drop,contrast,reflected,reflecting
63,lesbians,gays,homosexuals,bisexuals,lesbian
64,ben,cohen,evans,azzai,nangk
65,lane,road,lanes,http://www.co.mo.md.us,rayners
66,paragraph,paragraphs,concluding,clarifying,preamble
67,kill,shoot,destroy,kills,killing
68,mathematics,physics,mathematical,biology,sociology
69,aol,timewrn,yahoo,msn,compuserve
70,compensation,pay,payment,paid,compensate
71,ce,a.d.,bce,ca.,c.e.
72,export,import,exports,imports,exporting
73,managers,executives,administrators,employees,management
74,aircraft,planes,airplane,airplanes,jet
75,modules,module,subsystems,configurations,functionality
76,sweden,denmark,swedish,finland,norway
77,conflict,conflicts,war,strife,struggle
78,conducted,conducting,conduct,concluded,conducts
79,versions,version,newer,variants,unlike
80,employer,employee,employers,beneficiary,worker
81,occur,occurring,occurs,arise,usually
82,percentage,proportion,percentages,percent,average
83,knows,thinks,know,nobody,everyone
84,mississippi,alabama,louisiana,tennessee,missouri
85,describe,describing,explain,instance,describes
86,concern,concerns,worries,concerned,fears
87,backup,back-up,backups,replacement,starting
88,requested,request,requesting,asked,asking
89,citizens,citizen,americans,ordinary,foreigners
90,connecticut,massachusetts,conn.,hartford,rhode
91,heritage,preservation,cultural,historic,monuments
92,personals,classifieds,match.com,oly-2004-gymnastics,oly-2004-tennis
93,immediate,possible,immediately,prompt,indication
94,holding,hold,held,holds,putting
95,trouble,putting,difficulty,getting,coming
96,spread,spreading,spreads,across,prevent
97,coach,coached,coaches,coaching,team
98,kevin,murphy,moore,ryan,smith
99,agricultural,agriculture,farming,farm,forestry
100,expand,expanding,expanded,broaden,enlarge
101,supporting,supported,support,backing,supports
102,audience,audiences,viewers,listeners,crowd
103,assigned,reassigned,transferred,assignment,assign
104,jordan,amman,arabia,referring,zuraimi
105,collections,collection,artworks,museums,archives
106,ages,age,adults,older,teenagers
107,participate,participating,participation,participated,participants
108,plug,plugged,plugging,plugs,pull
109,specialist,specialists,expert,specializing,specialized
110,cook,fry,cooked,baker,cooks
111,affect,affecting,affects,affected,depend
112,virgin,megastores,40-year-old,megastore,apparition
113,experienced,experiencing,experience,having,brought
114,investigation,investigations,inquiry,investigating,probe
115,raised,raising,raise,raises,noting
116,hat,hats,trick,porkpie,wears
117,institution,institutions,established,establishment,educational
118,directed,film,directing,tvtonightnytsyn.com,films
119,dealers,traders,buyers,dealer,brokers
120,searching,search,searched,finding,find
121,sporting,sport,sports,clubs,showcase
122,helping,help,helped,helps,trying
123,perl,php,cpan,ocaml,smalltalk
124,affected,affect,affecting,affects,concerned
125,lib,dems,youngkeit,"3,563","5,195"
126,bike,bicycle,bikes,ride,biking
127,totally,completely,utterly,entirely,absolutely
128,plate,plates,bottom,cribriform,wilhelmy
129,expenses,costs,expense,expenditures,payments
130,indicate,indicating,indicates,indicated,suggest
131,blonde,blond,redhead,buxom,haired
132,ab,d00l,lihb,tehz,barik
133,proceedings,proceeding,hearing,hearings,trial
134,favourite,favorite,favorites,favourites,favoured
135,transmission,transmissions,mother-to-child,switching,transmit
136,anderson,clark,miller,walker,moore
137,utc,cdt,+8,1200,06:00
138,characteristics,traits,characteristic,attributes,qualities
139,der,spiegel,merwe,und,van
140,lose,losing,wo,lost,anyway
141,organic,inorganic,naturally,organics,instance
142,seek,seeking,sought,seeks,allow
143,experiences,experience,describing,describes,thoughts
144,albums,album,compilation,songs,compilations
145,cheats,cheaters,cheat,cheating,crooks
146,extremely,very,incredibly,quite,extraordinarily
147,contracts,contract,deals,agreeing,lucrative
148,guests,guest,attendees,invited,dinner
149,hosted,hosting,host,hosts,co-hosted
150,diseases,disease,illnesses,infectious,malaria
151,concerning,regarding,relating,pertaining,regard
152,developers,developer,builders,programmers,businesses
153,equivalent,i.e.,comparable,corresponding,hence
154,chemistry,physics,biochemistry,biology,mathematics
155,tony,blair,gordon,robinson,bennett
156,neighborhood,neighborhoods,neighbourhood,downtown,upscale
157,nevada,wyoming,arizona,colorado,montana
158,kits,kit,equipments,custom-made,manufactured
159,thailand,cambodia,thai,malaysia,laos
160,variables,parameters,variable,parameter,i.e.
161,agenda,priorities,focus,stressing,discussion
162,anyway,unfortunately,else,nobody,maybe
163,continues,continuing,continue,continued,begins
164,tracks,track,featured,along,additionally
165,advisory,recommendation,recommendations,advising,panel
166,cam,neely,bulletinyyy,http://www.mediabynumbers.com,k977-1
167,curriculum,curricula,education,teaching,courses
168,logic,reasoning,logical,paraconsistent,many-valued
169,template,templates,metaprogramming,k587-1,http://www.mediabynumbers.com
170,prince,king,princess,nephew,cousin
171,circle,circles,http://www.nwguild.org,inner,on-deck
172,soil,soils,surface,topsoil,ground
173,grants,grant,funding,scholarships,granting
174,anywhere,else,somewhere,anyway,nowhere
175,psychology,sociology,anthropology,philosophy,psychiatry
176,responses,response,responding,reactions,respond
177,atlantic,ocean,coast,pacific,caribbean
178,wet,dry,damp,soaking,soaked
179,circumstances,indeed,reasons,circumstance,explain
180,edward,henry,william,charles,frederick
181,investor,investors,shareholder,investment,interest
182,identification,id,identifying,identity,fingerprint
183,ram,jagjivan,jethmalani,chhotu,kanshi
184,leaving,leave,left,returning,rest
185,wildlife,conservation,wetlands,endangered,refuges
186,appliances,appliance,refrigerators,automobiles,conditioners
187,matt,dawson,damon,miller,moore
188,elementary,school,kindergarten,schools,preschool
189,cooking,cooked,cooks,kitchen,cook
190,speaking,spoke,speak,spoken,referring
191,sponsors,sponsor,sponsoring,sponsorship,sponsored
192,fox,abc,nbc,cbs,turner
193,unlimited,limitless,permitted,limited,allows
194,respond,responding,react,response,responded
195,sizes,size,shapes,varying,dimensions
196,plain,esdraelon,simple,instance,kedu
197,exit,exits,exiting,entry,entering
198,entered,entering,enter,approached,went
199,iran,tehran,iranian,syria,iranians
200,arm,hand,hands,shoulder,finger
201,keys,spoolname,_____________________________________________,bases_lcastillo,flashaafp.com
202,launch,launching,launched,launches,planned
203,wave,waves,triggered,surge,spurred
204,checking,check,checked,checks,keeping
205,costa,rica,honduras,guatemala,paraguay
206,belgium,belgian,netherlands,luxembourg,brussels
207,printable,hardcopy,standard-sized,non-digital,causatives
208,holy,sacred,blessed,christ,pilgrimage
209,acts,act,such,actions,responsible
210,guidance,advice,provided,furthermore,providing
211,mesh,scaffolds,sieve,meshes,meshed
212,trail,trails,along,road,paths
213,enforcement,agencies,fbi,officers,authorities
214,symbol,symbols,symbolizes,symbolized,symbolize
215,crafts,handicrafts,handicraft,showcases,artisans
216,highway,highways,road,route,interstate
217,buddy,buddies,dad,valastro,holly
218,hardcover,paperback,hardback,reprint,softcover
219,observed,observing,instance,furthermore,observes
220,dean,smith,baker,thompson,murphy
221,setup,set-up,setups,http://www.mediabynumbers.com,bulletinyyy
222,poll,polls,gallup,opinion,respondents
223,booking,bookings,booked,_____________________________________________,flashaafp.com
224,glossary,glossaries,terminology,acronyms,eur2004-gre
225,fiscal,budget,budgetary,deficit,projected
226,celebrity,celebrities,celebs,profile,celeb
227,styles,style,influences,incorporating,genres
228,denver,dallas,phoenix,seattle,houston
229,unix,linux,tru64,unix-like,macintosh
230,filled,filling,empty,fill,fills
231,bond,bonds,yields,treasury,30-year
232,channels,channel,networks,broadcast,cable
233,ericsson,nokia,motorola,nortel,ericcson
234,appendix,compendium,appendices,cites,appendixes
235,notify,notifying,notified,inform,informing
236,blues,jazz,soul,bluegrass,12-bar
237,chocolate,candy,cake,cookies,cream
238,pub,tavern,pubs,bartender,proprietor
239,portion,portions,part,remainder,entire
240,scope,extent,broadened,beyond,35px
241,hampshire,iowa,maine,massachusetts,n.h.
242,supplier,suppliers,manufacturer,distributor,importer
243,cables,wires,cable,optic,wiring
244,cotton,wool,silk,yarn,cloth
245,bluetooth,headset,headsets,wifi,a2dp
246,controlled,control,controlling,controls,effectively
247,requirement,requirements,required,requiring,requires
248,authorities,officials,immediately,taken,investigators
249,biology,biochemistry,physics,genetics,chemistry
250,dental,dentists,dentist,dentistry,orthodontics
251,killed,killing,dead,wounded,died
252,border,borders,crossing,frontier,along
253,ancient,medieval,antiquity,ruins,artifacts
254,debate,debates,discussion,controversy,debated
255,representatives,representative,delegations,representing,members
256,starts,begins,start,starting,ends
257,pregnancy,pregnancies,childbirth,pregnant,birth
258,causes,cause,caused,causing,resulting
259,arkansas,tennessee,missouri,alabama,kentucky
260,biography,autobiography,memoir,biographies,biographer
261,leisure,recreation,catering,amenities,recreational
262,attractions,attraction,amusement,tourist,parks
263,learned,learn,knew,realized,why
264,transactions,transaction,trades,deals,dealings
265,notebook,notebooks,laptop,_____________________________________________,ultraportable
266,explorer,navigator,explorers,adventurer,browser
267,historic,landmark,historical,landmarks,heritage
268,attached,attach,placed,attaching,likewise
269,opened,opening,reopened,closed,opens
270,tm,rw94,localweather,oly-2004-box,nasdaq100
271,husband,wife,father,mother,friend
272,disabled,handicapped,elderly,youngsters,disabilities
273,authorized,authorised,requested,permitted,authorize
274,crazy,maybe,stupid,thing,imagine
275,upcoming,forthcoming,slated,weekend,next
276,britain,british,europe,u.k.,blair
277,concert,concerts,performances,premiere,gala
278,retirement,retire,retiring,pension,pensions
279,scores,dozens,score,others,handful
280,financing,funding,funds,financed,providing
281,efficiency,efficient,improving,improve,improved
282,sp,nasdaq100,wrldcom,genlelec,localweather
283,comedy,comedies,sitcom,drama,movie
284,adopted,adopting,adopt,introduced,changed
285,efficient,efficiency,cost-effective,utilizing,economical
286,weblog,mashable,blog,microsite,lifehacker
287,linear,nonlinear,non-linear,geometric,discrete
288,commitment,pledge,stressing,promise,willingness
289,specialty,speciality,specialties,specialized,specialize
290,bears,bear,resemblance,grizzly,ironically
291,jean,claude,pierre,francois,marie
292,hop,rap,hip,hip-hop,pop
293,carrier,carriers,airline,airways,airlines
294,edited,translated,written,co-edited,published
295,constant,continual,continuous,hence,spite
296,visa,visas,passport,entry,permit
297,mouth,tongue,mouths,lips,nose
298,jewish,jews,jew,settler,jerusalem
299,meter,metre,meters,metres,10-foot
300,linked,connected,believed,link,involved
301,portland,phoenix,seattle,sacramento,ore.
302,interviews,interviewed,interview,interviewing,shows
303,concepts,concept,ideas,aspects,combining
304,nh,n6,45a,dj555b,sh
305,gun,guns,handgun,weapon,firearms
306,reflect,reflected,reflects,reflecting,evident
307,pure,essence,unadulterated,whereas,kind
308,deliver,delivering,delivered,delivers,promised
309,wonder,wonders,imagine,wondering,wondered
310,lessons,lesson,learned,learn,taught
311,fruit,fruits,citrus,vegetables,berries
312,begins,starts,ends,turns,begin
313,qualified,qualify,qualification,qualifies,qualifying
314,reform,reforms,policies,initiatives,legislation
315,lens,lenses,wearers,zoom,telephoto
316,alerts,alert,alerting,warning,warnings
317,treated,treat,treating,treatment,taken
318,discovery,discoveries,discovered,discovering,experiment
319,draw,draws,drawn,drawing,drew
320,mysql,postgresql,sqlite,backend,php
321,classified,referred,classed,documents,classify
322,relating,pertaining,concerning,regarding,related
323,assume,assuming,assumed,assumes,moreover
324,confidence,strength,optimism,doubt,confident
325,alliance,coalition,allies,allied,join
326,fm,radio,broadcasts,broadcasting,2day
327,confirm,confirmed,confirming,indicated,unclear
328,warm,chilly,cool,warmer,cold
329,neither,nor,indeed,though,fact
330,lewis,anderson,johnson,evans,williams
331,howard,allen,russell,thompson,bennett
332,offline,off-line,timewrn,_____________________________________________,on-line
333,leaves,ends,takes,leaving,turns
334,engineer,engineers,technician,mechanic,worked
335,lifestyle,lifestyles,habits,sedentary,hedonistic
336,consistent,inconsistent,importantly,nevertheless,solid
337,replace,replacing,replacement,replaced,replaces
338,clearance,clearances,cleared,clearing,http://www.mediabynumbers.com
339,connections,connection,link,links,connect
340,inventory,inventories,glut,moreover,purchases
341,converter,converters,digital-to-analog,d/a,a/d
342,organisation,organization,organisations,organizations,umbrella
343,babe,ruth,parilli,dimaggio,didrikson
344,checks,check,checking,checked,requiring
345,reached,reach,reaching,david.lazarus@latimes.com,came
346,becoming,become,became,becomes,increasingly
347,safari,safaris,behrang,shmahn,wc2003-wis
348,objective,aim,objectives,purpose,achieve
349,indicated,indicate,suggested,indicating,suggesting
350,sugar,cane,cocoa,syrup,flour
351,crew,aboard,crews,crewmen,onboard
352,legs,limbs,leg,torso,knees
353,sam,svahng,payne,thahl,jenkins
354,stick,sticks,sticking,instead,hand
355,securities,brokerage,investment,prudential,trader
356,allen,moore,thompson,bennett,parker
357,pdt,cdt,pst,2230gmt,0:40
358,relation,hence,furthermore,implies,i.e.
359,enabled,enabling,enable,enables,importantly
360,genre,genres,cinematic,subgenre,fiction
361,slide,sliding,slides,plunge,tumble
362,montana,wyoming,idaho,nebraska,oregon
363,volunteer,volunteers,volunteered,volunteering,enlisted
364,tested,testing,tests,test,evaluated
365,rear,front,wheel,wheels,fenders
366,democratic,republican,democrat,democrats,party
367,enhance,strengthen,improve,enhanced,promote
368,switzerland,swiss,zurich,belgium,austria
369,exact,precise,exactly,unclear,actual
370,bound,destined,presumably,transported,likewise
371,parameter,parameters,formula_1,formula_4,formula_2
372,adapter,adapters,adaptor,plugs,connectors
373,processor,processors,cpu,microprocessor,microprocessors
374,node,nodes,sinoatrial,corresponds,subtree
375,formal,informal,accepted,formalized,prior
376,dimensions,dimension,configurations,i.e.,hence
377,contribute,importantly,contributes,contribution,undoubtedly
378,lock,locks,locking,deadbolt,http://www.co.mo.md.us
379,hockey,basketball,soccer,nhl,football
380,storm,hurricane,storms,winds,flooding
381,micro,#ukqec,_____________________________________________,indnsia,k977-1
382,colleges,universities,schools,campuses,graduates
383,laptops,laptop,cellphones,desktops,phones
384,mile,kilometer,kilometre,miles,km
385,showed,showing,shown,indicated,shows
386,challenges,challenge,facing,confronting,challenging
387,editors,editor,columnists,authors,editorial
388,mens,rea,womens,oly-2004-cycling,oly-2004-gymnastics
389,threads,thread,strands,weaves,weave
390,bowl,bowls,gator,bcs,super
391,supreme,court,appeals,upheld,ruling
392,brothers,sons,brother,cousins,siblings
393,recognition,recognized,recognizing,recognize,acceptance
394,presents,presented,presenting,brings,highlights
395,ref,tehz,vehd,waysh,doo_mah
396,tank,tanks,kuhdz,www.slarmy.org,761st
397,submission,_____________________________________________,kneebar,submitting,http://www.nwguild.org
398,dolls,doll,barbie,figurines,toy
399,estimate,estimates,estimating,estimated,predicted
400,encourage,encouraged,encouraging,discourage,encourages
401,navy,naval,fleet,ships,sailors
402,kid,boy,kids,dad,guy
403,regulatory,regulation,regulators,regulations,regulator
404,inspection,inspections,inspect,inspectors,supervision
405,consumers,customers,consumer,buyers,retailers
406,cancel,cancellation,canceled,postpone,cancelled
407,limits,limit,limiting,restrictions,permitted
408,territory,territories,occupied,lands,territorial
409,transaction,transactions,acquisition,payment,purchase
410,manchester,liverpool,birmingham,leeds,newcastle
411,weapons,weapon,weaponry,arms,destruction
412,paint,painted,paints,acrylic,painting
413,delay,delayed,delaying,delays,postpone
414,pilot,pilots,piloting,flight,mechanic
415,outlet,outlets,dellcptr,store,__________________________________
416,contributions,contribution,contributors,donations,addition
417,continuous,continual,continuation,constant,hence
418,db,daimler-benz,ts,rr,netze
419,czech,slovak,republic,prague,slovakia
420,resulting,resulted,result,resultant,caused
421,cambridge,oxford,trinity,yale,berkeley
422,initiative,initiatives,aims,aim,initiated
423,novel,novels,adaptation,book,author
424,pan,frying,roasting,africanism,xiaozhu
425,execution,executed,executions,execute,death
426,disability,disabilities,mental,benefits,classifications
427,increases,increase,decrease,increased,decreases
428,ultra,naté,kuhdz,bulletinyyy,bb96
429,winner,winners,winning,won,win
430,idaho,montana,wyoming,boise,oregon
431,contractor,contractors,subcontractor,subcontractors,employee
432,ph,acidic,salinity,alkalinity,acidity
433,episode,episodes,finale,storyline,aired
434,examination,examinations,exam,evaluation,examining
435,potter,harry,rowling,http://www.co.mo.md.us,_____________________________________________
436,dish,dishes,cooked,dessert,delicious
437,plays,played,play,playing,player
438,bulletin,_____________________________________________,bulletins,#ukqec,flashaafp.com
439,ia,eur2004-gre,fahnt,rsm03,localweather
440,pt,satelindo,tambang,pindad,kaltim
441,indicates,indicate,indicating,suggests,indicated
442,modify,modifying,rework,alter,incorporate
443,oxford,cambridge,yale,exeter,eton
444,adam,clayton,svahng,smith,zagajewski
445,truly,indeed,certainly,something,realize
446,epinions,iwon.com,collegehumor.com,keyrates,mo96
447,painting,paintings,sculpture,painted,painter
448,committed,committing,commit,responsible,involved
449,extensive,addition,numerous,undertaken,substantial
450,affordable,inexpensive,cheap,afford,providing
451,universe,wherein,worlds,entropia,universes
452,candidate,candidates,nominee,candidacy,presidential
453,databases,database,searchable,databanks,computerized
454,patent,patents,patented,infringement,trademark
455,slot,slots,spot,djdam,_____________________________________________
456,psp,ps2,ds,ps4,playstation
457,outstanding,exceptional,best,contribution,achievement
458,ha,dahv,jung-woo,bajado,ji-won
459,eating,eat,ate,eaten,snacking
460,perspective,context,viewpoint,view,perspectives
461,planned,plans,planning,intended,plan
462,watching,watch,watched,seeing,imagine
463,lodge,lodges,inn,masonic,http://www.oklahomacitynationalmemorial.org
464,messenger,_____________________________________________,flashaafp.com,messengers,quicksilver
465,mirror,mirrors,rear-view,mirrored,describing
466,tournament,tournaments,finals,championship,tourney
467,consideration,regard,appropriate,merits,consider
468,ds,psp,nintendo,ps2,gba
469,discounts,discounted,rebates,discounting,offering
470,sterling,#ukqaqfqs,nethrlnds,indnsia,djdam
471,sessions,session,meetings,30-270,prior
472,kernel,cokernel,kernels,linux,freedos
473,stocks,stock,shares,gains,market
474,buyers,buyer,sellers,buying,customers
475,journals,periodicals,scholarly,publications,articles
476,gray,grey,brown,dark,blue
477,catalogue,catalog,catalogues,catalogs,raisonne
478,ea,http://www.storaenso.com,http://www.statoil.com,_____________________________________________,dj10
479,jennifer,connelly,amy,lisa,samantha
480,antonio,san,juan,francisco,noonz
481,charged,charge,charges,accused,guilty
482,broad,broader,brohd,wide,wider
483,taiwan,mainland,taiwanese,taipei,china
484,und,für,„,über,eine
485,chosen,chose,selected,choose,choosing
486,demo,demos,ep,unreleased,re-recorded
487,greece,athens,greek,cyprus,bulgaria
488,lg,samsung,philips,panasonic,daewoo
489,swiss,switzerland,zurich,austrian,belgian
490,sarah,michelle,rachel,jessica,daughter
491,clark,smith,anderson,walker,harris
492,labour,labor,mps,tories,tory
493,hate,hatred,anyone,ought,afraid
494,terminal,terminals,adjacent,concourse,heathrow
495,publishers,publishing,authors,publisher,booksellers
496,nights,evenings,night,weekends,mornings
497,behalf,asking,claiming,appealed,asserted
498,caribbean,atlantic,coast,barbados,bahamas
499,liquid,liquids,mixture,flammable,helium
500,rice,condoleezza,wheat,paddies,powell
501,nebraska,missouri,oklahoma,oregon,tennessee
502,loop,loops,run-round,connecting,sahibganj
503,salary,salaries,pay,paid,payroll
504,reservation,reservations,rosebud,sioux,blackfeet
505,foods,food,products,conagra,beverages
506,gourmet,eatery,cookbook,cooks,vegetarian
507,guard,guards,guarding,officers,patrol
508,properly,adequately,appropriately,correctly,handled
509,orleans,louisiana,houston,miami,jacksonville
510,saving,save,saved,putting,rescuing
511,nfl,nba,redskins,quarterbacks,patriots
512,remaining,remain,remainder,leaving,rest
513,empire,empires,ottoman,kingdom,conquest
514,resume,resumed,resuming,begin,resumes
515,twenty,fifteen,thirty,forty,fourteen
516,newly,recently,transformed,subsequently,already
517,raise,raising,raised,raises,increase
518,prepare,preparing,prepared,preparation,ready
519,avatar,avatars,http://www.nwguild.org,_____________________________________________,creations
520,gary,miller,matthews,bennett,thompson
521,depending,vary,varies,varying,typically
522,illegal,illegally,smuggling,immigrants,illicit
523,expansion,expanding,expanded,expand,consolidation
524,vary,depending,varies,varying,differ
525,hundreds,thousands,dozens,tens,dozen
526,rome,prohertrib,naples,venice,florence
527,arab,arabs,saudi,syria,palestine
528,lincoln,jefferson,franklin,monroe,kirstein
529,helped,helping,help,bring,managed
530,premier,prime,jhaw,meanwhile,premiership
531,tomorrow,hopefully,'ll,wo,today
532,purchased,bought,sold,purchase,acquired
533,milk,dairy,sugar,yogurt,yoghurt
534,decide,deciding,decided,whether,ask
535,consent,requiring,consented,permission,requires
536,drama,dramas,comedy,melodrama,thriller
537,visiting,visited,visit,visits,met
538,performing,performed,perform,performs,performers
539,downtown,midtown,neighborhood,city,waterfront
540,keyboard,keyboards,guitar,qwerty,accordion
541,contest,contests,challenge,2004,chose
542,collected,collect,collecting,collection,picked
543,nw,sw,ne,ave.,frontpage-1stld
544,bands,band,musicians,punk,rock
545,boot,scootin,heel,dellcptr,srivalo
546,suitable,ideal,suited,unsuitable,hence
547,ff,trelleborgs,åtvidabergs,falkenbergs,~
548,absolutely,obviously,totally,nothing,truly
549,millions,tens,thousands,billions,hundreds
550,lunch,dinner,breakfast,lunchtime,meal
551,audit,audits,auditors,auditing,auditor
552,push,pushing,pushed,hoping,move
553,chamber,chambers,http://www.nwguild.org,likewise,prohertrib
554,guinea,bissau,papua,gambia,gabon
555,findings,suggest,concluded,conclusions,suggesting
556,muscle,muscles,muscular,flexing,thigh
557,featuring,featured,features,feature,included
558,iso,9001,9001:2008,9001:2000,14001
559,implement,implementing,implemented,implementation,formulate
560,clicking,click,clicked,clicks,popping
561,scheduled,slated,planned,next,postponed
562,polls,poll,elections,election,vote
563,typical,typically,example,instance,usual
564,tower,towers,skyscraper,building,spire
565,yours,ours,theirs,hers,unfaithfully
566,sum,sums,amount,fraction,given
567,misc,kpb,rw94,oly-2004-box,gldstarr
568,calculator,calculators,graphing,calculation,calculating
569,significantly,substantially,considerably,dramatically,drastically
570,chicken,cooked,pork,meat,fried
571,temporary,permanent,temporarily,meant,exception
572,attend,attending,attended,invited,participate
573,shower,bathroom,tub,toilet,showering
574,alan,bennett,anderson,thompson,evans
575,sending,sent,send,sends,instead
576,jason,anderson,kidd,miller,gardner
577,tonight,tomorrow,night,maybe,'ll
578,dear,thank,dad,beloved,mom
579,sufficient,adequate,insufficient,necessary,needed
580,shell,shells,http://www.statoil.com,casing,chevron
581,province,provinces,provincial,northeastern,southern
582,catholic,catholics,church,protestant,clergy
583,oak,pine,walnut,cedar,cypress
584,vat,excise,levies,gst,subsidy
585,awareness,promote,promoting,focus,highlighting
586,vancouver,toronto,calgary,montreal,edmonton
587,governor,gov.,governors,gubernatorial,governorship
588,beer,drink,drinks,liquor,beers
589,seemed,seems,seem,hardly,looked
590,contribution,contributions,contribute,importantly,substantial
591,measurement,measurements,measured,methodology,parameters
592,swimming,swim,pool,swimmers,rowing
593,spyware,adware,malware,antivirus,firewall
594,formula,f1,formulas,concept,hence
595,constitution,constitutional,amendment,amendments,amending
596,packaging,packaged,alumhg,alumal,product
597,solar,photovoltaic,photovoltaics,renewable,panels
598,jose,luis,rodriguez,miguel,garcia
599,catch,catching,caught,catches,slip
600,jane,elizabeth,eliza,alice,helen
601,pakistan,pakistani,india,bangladesh,islamabad
602,ps,brmsg,rgm,brnws,kh
603,reliable,dependable,accurate,consistent,useful
604,consultation,consultations,discussion,discussions,negotiation
605,northwest,southwest,northeast,southeast,northwestern
606,sir,william,edward,hugh,francis
607,doubt,certainly,doubts,indeed,fact
608,earn,earning,earned,earns,lose
609,finder,finders,eye-level,_____________________________________________,lg03
610,unable,able,impossible,cannot,unwilling
611,periods,period,during,preceding,duration
612,classroom,classrooms,teaching,dorm,kindergarten
613,tasks,task,accomplish,involve,responsibilities
614,democracy,freedom,freedoms,unity,democratization
615,attacks,attack,bombings,terrorist,bombing
616,kim,jong,choi,yong,lee
617,wallpaper,patterned,chintz,wallpapers,bedspread
618,merchandise,apparel,items,merchandising,souvenirs
619,const,mfc04,localweather,break.html,beb
620,resistance,resist,struggle,encountering,fighting
621,doors,door,window,locked,inside
622,symptoms,symptom,illness,flu-like,vomiting
623,resorts,resort,hotels,casinos,tourist
624,biggest,largest,major,big,huge
625,memorial,monument,commemorating,http://www.oklahomacitynationalmemorial.org,honoring
626,visitor,visitors,tourist,srivalo,piyanart
627,twin,identical,f-82,unlike,pair
628,forth,whenever,likewise,instead,mind
629,insert,inserted,inserting,attach,256/256
630,baltimore,philadelphia,cincinnati,cleveland,oakland
631,gateway,gateways,#ukqec,timewrn,http://www.nwguild.org
632,ky,shehk,dehz,kreet,hahmz
633,dont,wont,'cause,pretend,hafta
634,alumni,alumnus,alumnae,faculty,fellows
635,drawing,drawn,draws,drew,draw
636,candidates,candidate,hopefuls,contenders,votes
637,charlotte,raleigh,aglaé,richmond,http://www.co.mo.md.us
638,ordered,ordering,immediately,instructed,requested
639,biological,chemical,biochemical,weapon,possess
640,fighting,fight,battles,battling,fought
641,transition,transitions,transformation,step,beginning
642,happens,happen,else,knows,everyone
643,preferences,preference,regardless,conversely,favoring
644,spy,espionage,spying,spies,secret
645,romance,romantic,romances,tale,melodrama
646,instrument,instruments,instrumentation,guitar-like,percussion
647,bruce,willis,bennett,morrison,snyder
648,split,splits,divided,splitting,apart
649,themes,theme,aspects,emphasizing,emphasize
650,powers,power,authority,abilities,supposed
651,heaven,hell,heavens,eternity,afterlife
652,br,nasdaq100,fahnt,oly-2004-box,9f
653,bits,256/256,chunks,pieces,aes256-sha
654,pregnant,mothers,mother,child,babies
655,twice,again,once,then,when
656,classification,classifications,classify,abbreviated,classifying
657,focused,focusing,focus,focuses,concentrating
658,egypt,egyptian,arabia,tunisia,syria
