,0,1,2,3,4
153,jan,prahnk,smeekens,švankmajer,hájek
154,good,better,always,really,sure
155,video,videos,clips,dvd,audio
156,well,both,and,also,though
157,d,r,rep.,sen.,calif
158,where,in,outside,.,once
159,info,teepencolumn@earthlink.net,_____________________________________________,teepencolumncoxnews.com,teepencolumn@coxnews.com
160,rights,human,freedom,liberties,activist
161,public,private,well,even,only
162,books,book,novels,publications,essays
163,high,low,higher,school,level
164,school,schools,students,elementary,college
165,through,way,into,along,across
166,m,metres,ft,meter,meters
167,each,one,same,every,instead
168,links,link,linking,connections,connection
169,she,her,he,herself,mother
170,review,reviewed,reviewing,reviews,concluded
171,years,months,ago,year,decade
172,order,instead,meant,orders,thus
173,very,quite,extremely,so,always
174,privacy,protections,liberties,protecting,protect
175,book,books,author,published,novel
176,items,item,goods,merchandise,clothing
177,company,companies,subsidiary,firm,business
178,r,d,rep.,sen.,n
179,read,reads,reading,write,explaining
180,group,groups,members,which,joined
181,need,needs,needed,should,must
182,many,some,few,other,those
183,user,users,enables,allows,lets
184,said,told,says,saying,that
185,de,la,y,prohertrib,en
186,does,if,wo,n't,nothing
187,set,setting,sets,put,up
188,under,same,which,.,brought
189,general,",",however,gen.,.
190,research,study,institute,studies,researcher
191,university,professor,graduate,harvard,yale
192,january,february,december,october,november
193,mail,e,messages,email,mails
194,full,complete,same,only,instead
195,map,maps,mapping,reference,instance
196,reviews,review,reviewers,reviewed,rave
197,program,programs,programme,addition,project
198,life,lives,well,.,even
199,know,why,sure,n't,really
200,games,game,play,players,olympics
201,way,so,what,come,even
202,days,weeks,months,day,week
203,management,managing,managers,manage,marketing
204,p,n,k,h,spoolname
205,part,which,the,this,.
206,could,would,might,not,likely
207,great,well,brought,good,greatest
208,united,states,u.s.,nations,both
209,hotel,hotels,inn,restaurant,marriott
210,real,fact,indeed,actually,sort
211,f,g,k,w,c
212,item,items,instance,advertised,exception
213,international,world,based,global,which
214,center,centre,centers,facility,","
215,ebay,amazon.com,auctioneer,yahoo,eachnet
216,must,should,cannot,if,need
217,store,stores,shop,grocery,warehouse
218,travel,traveling,trips,travelers,trip
219,comments,remarks,remark,comment,statements
220,made,making,make,came,but
221,development,projects,developing,project,develop
222,report,reports,according,reported,cited
223,off,out,away,just,back
224,member,members,representatives,joined,represented
225,details,detail,reveal,detailed,specifics
226,line,lines,running,along,same
227,terms,term,given,same,example
228,before,after,when,then,again
229,hotels,resorts,hotel,restaurants,lodging
230,did,not,n't,but,never
231,send,sending,sent,sends,ask
232,right,left,put,if,just
233,type,types,example,e.g.,typical
234,because,but,even,though,so
235,local,locals,addition,.,other
236,those,these,all,even,other
237,using,used,use,uses,instead
238,results,result,outcome,preliminary,findings
239,office,offices,administration,post,","
240,education,educational,curriculum,schools,teaching
241,national,the,public,association,.
242,car,vehicle,cars,driver,truck
243,design,designs,designed,designing,architecture
244,take,give,come,taking,make
245,posted,posting,_____________________________________________,reports,showing
246,internet,online,web,users,cyberspace
247,address,addresses,addressed,addressing,speech
248,community,communities,established,part,well
249,within,only,.,apart,same
250,states,united,u.s.,.,both
251,area,areas,vicinity,where,nearby
252,want,n't,know,should,sure
253,phone,telephone,phones,cellphone,calls
254,dvd,dvds,cd,blu-ray,vhs
255,shipping,bulk,shippers,ships,ports
256,reserved,exception,normally,ordinarily,usually
257,subject,particular,instance,subjects,topic
258,between,both,same,which,with
259,forum,seminar,conference,roundtable,forums
260,family,father,parents,families,friends
261,l,w,h,k,s
262,long,short,longer,once,but
263,based,which,example,instance,according
264,w,l,polsce,f,spoolname
265,code,codes,gaacx,rules,instance
266,show,shows,shown,appeared,showing
267,o,55-11-997-86012,fxff,livreiro,ffxf
268,even,though,but,because,so
269,black,white,blue,dark,red
270,check,checks,checking,checked,sure
271,special,addition,given,same,also
272,prices,price,higher,market,markets
273,website,web,websites,blog,online
274,index,indexes,composite,nasdaq,indices
275,being,been,be,having,was
276,women,men,girls,woman,female
277,much,even,though,less,but
278,sign,signs,signing,signed,indicating
279,file,files,filing,filed,documents
280,link,linking,links,connection,connections
281,open,opening,opens,round,opened
282,today,here,now,fact,indeed
283,technology,technologies,technological,tech,computer
284,south,north,west,east,africa
285,case,cases,whether,fact,instance
286,project,projects,development,plans,planned
287,same,.,only,this,instead
288,pages,page,books,printed,book
289,uk,u.k.,whilst,2011,2009
290,version,versions,original,featured,originally
291,section,sections,additionally,exception,portion
292,own,their,rather,instead,same
293,found,discovered,believed,finding,taken
294,sports,sport,soccer,sporting,baseball
295,house,houses,office,",",senate
296,related,relating,similar,involve,involved
297,security,adding,officials,ensure,warned
298,both,also,well,and,although
299,g,h,f,impoil,spoolname
300,county,counties,sheriff,unincorporated,township
301,american,u.s.,americans,america,states
302,photo,photos,photograph,photographs,pictures
303,game,games,play,players,player
304,members,member,representatives,join,others
305,power,control,powers,electricity,instead
306,while,both,instead,",",though
307,care,health,healthcare,nursing,needs
308,network,networks,cable,channel,connections
309,down,up,while,back,out
310,computer,computers,software,technology,pc
311,systems,system,integrated,components,technologies
312,three,four,two,five,six
313,total,50,combined,80,40
314,place,.,places,time,same
315,end,ends,ended,.,ending
316,following,followed,after,subsequent,prior
317,download,downloads,itunes,downloaded,downloading
318,h,j,spoolname,nasdaq100,k
319,him,he,himself,them,then
320,without,instead,even,not,only
321,per,50,40,"1,000",average
322,access,provide,allow,providing,allows
323,think,really,know,certainly,maybe
324,north,south,east,west,northeast
325,resources,resource,expertise,natural,manpower
326,current,present,same,future,addition
327,posts,post,positions,appointments,stepping
328,big,like,bigger,huge,come
329,media,press,journalists,news,reports
330,law,laws,legal,legislation,rules
331,control,controls,controlling,controlled,turn
332,water,clean,drinking,seawater,waters
333,history,ever,historical,decades,most
334,pictures,photographs,picture,images,photograph
335,size,larger,sizes,smaller,sized
336,art,arts,museum,contemporary,photography
337,personal,own,rather,account,fact
338,since,last,ago,years,months
339,including,included,include,other,addition
340,guide,guides,guidebook,book,describes
341,shop,shops,store,grocery,bakery
342,directory,directories,lists,_____________________________________________,apcustomersupport@ap.org
343,board,boards,directors,trustees,commissioners
344,location,locations,vicinity,proximity,where
345,change,changes,changing,shift,same
346,white,black,red,brown,gray
347,text,texts,reference,read,copy
348,small,large,smaller,tiny,larger
349,rating,ratings,rated,fitch,downgraded
350,rate,rates,increases,rise,increase
351,government,governments,administration,officials,saying
352,children,child,parents,kids,daughters
353,during,after,beginning,days,later
354,usa,u.s.a.,oly-2004-doping,oly-2004-basket,additionally
355,return,returning,returned,leave,back
356,students,student,teachers,pupils,school
357,v,vs,vi,vs.,vii
358,shopping,mall,malls,shoppers,store
359,account,accounts,instance,fact,moreover
360,times,time,.,twice,same
361,sites,site,places,websites,web
362,level,levels,above,higher,highest
363,digital,video,audio,multimedia,analog
364,profile,publicized,recent,instance,addition
365,previous,earlier,last,prior,following
366,form,forms,example,which,either
367,events,event,highlight,addition,well
368,love,loves,always,loved,passion
369,old,22-year,35-year,24-year,23-year
370,john,william,james,george,smith
371,main,key,major,leading,one
372,call,calls,calling,ask,asking
373,hours,hour,days,weeks,morning
374,image,images,picture,viewed,contrast
375,department,departments,office,administration,according
376,title,titles,final,champion,championship
377,description,descriptions,describing,describes,describe
378,non,addition,rather,means,exception
379,k,h,n,],semiconhtr
380,y,que,con,mas,n
381,insurance,insurers,premiums,insurer,benefit
382,another,one,a,only,same
383,why,know,what,reason,tell
384,shall,must,cannot,henceforth,wish
385,property,estate,properties,ownership,land
386,class,classes,same,example,addition
387,cd,disc,cds,dvd,compilation
388,still,now,though,but,even
389,money,funds,cash,paid,paying
390,quality,excellent,standards,improve,better
391,every,one,each,same,only
392,listing,listed,lists,listings,list
393,content,and/or,furthermore,instance,online
394,country,nation,once,well,already
395,private,public,privately,business,own
396,little,bit,much,even,lot
397,visit,visited,visiting,visits,trip
398,save,saved,saving,put,putting
399,tools,tool,implements,useful,methods
400,low,high,higher,levels,rising
401,reply,replying,replies,answer,answered
402,customer,customers,employee,instance,clients
403,december,february,october,january,november
404,compare,comparing,comparison,instance,compares
405,movies,films,movie,film,hollywood
406,include,including,included,addition,includes
407,college,graduate,school,colleges,university
408,value,values,valued,example,moreover
409,article,articles,stating,describing,published
410,york,new,manhattan,chicago,boston
411,man,woman,another,one,person
412,card,cards,debit,credit,check
413,jobs,job,employment,workers,employees
414,provide,providing,provided,provides,enable
415,j,h,ll,sunmicro,nasdaq100
416,food,foods,supplies,foodstuffs,eating
417,source,sources,speedskatingstats.com,according,adding
418,author,novelist,book,wrote,writer
419,different,these,various,same,types
420,press,reporters,associated,interview,briefing
421,u,genlelec,],brna,[
422,learn,learned,understand,teach,learning
423,sale,sell,purchase,sold,selling
424,around,about,just,where,up
425,print,printed,prints,copy,printing
426,course,courses,way,turn,follow
427,job,jobs,doing,work,done
428,canada,canadian,quebec,australia,ontario
429,process,processes,step,involves,requires
430,teen,agers,teenagers,teenage,teens
431,room,rooms,upstairs,inside,bathroom
432,stock,shares,stocks,market,exchange
433,training,preparation,trained,practice,instructors
434,too,so,even,but,because
435,credit,loans,banks,lenders,lending
436,point,just,one,only,but
437,join,joining,joined,decided,participate
438,science,sciences,scientific,physics,biology
439,men,women,others,took,man
440,categories,category,types,subcategories,defined
441,advanced,technology,advance,while,developed
442,west,east,south,north,western
443,sales,retail,selling,profits,revenue
444,look,looking,looks,come,looked
445,english,language,welsh,word,spoken
446,left,leaving,went,back,came
447,team,teams,squad,players,teammates
448,estate,property,estates,bought,purchased
449,box,boxes,inside,_____________________________________________,put
450,conditions,condition,difficult,circumstances,result
451,select,selected,chosen,choose,selecting
452,windows,window,xp,doors,desktop
453,photos,photo,photographs,photograph,pictures
454,gay,lesbian,homosexual,lesbians,gays
455,thread,threads,strands,weave,woven
456,week,month,last,weeks,thursday
457,category,categories,additionally,exception,nasdaq100
458,note,notes,spoolname,instance,nytfileitnotes.ap.org
459,live,living,show,alone,well
460,large,small,larger,huge,smaller
461,gallery,galleries,museum,art,exhibit
462,table,tables,sit,sitting,room
463,register,registered,registration,listing,registers
464,however,although,though,but,nevertheless
465,june,april,july,october,february
466,october,february,december,september,november
467,november,october,february,january,december
468,market,markets,stock,buying,prices
469,library,libraries,archives,archive,housed
470,really,think,thing,know,something
471,action,actions,response,taken,move
472,start,starting,started,begin,coming
473,series,featured,followed,appeared,first
474,model,models,concept,introduced,example
475,features,feature,featuring,featured,includes
476,air,force,jet,flying,aviation
477,industry,business,industries,companies,sector
478,plan,plans,proposal,proposed,planned
479,human,rights,animal,beings,humans
480,provided,provide,providing,provides,addition
481,tv,television,broadcast,abc,channel
482,yes,anyway,?,why,maybe
483,required,require,requires,requiring,requirement
484,second,third,fourth,first,fifth
485,hot,cool,cold,hottest,warm
486,accessories,clothing,footwear,apparel,handbags
487,cost,costs,costing,pay,paying
488,movie,movies,film,films,hollywood
489,forums,blogs,conferences,discussion,seminars
490,march,april,june,october,july
491,la,de,en,prohertrib,una
492,september,october,december,august,february
493,better,good,actually,well,even
494,say,believe,why,what,know
495,questions,question,answer,answers,regarding
496,july,april,june,october,february
497,yahoo,google,aol,timewrn,ebay
498,going,go,n't,think,just
499,medical,medicine,hospital,doctors,hospitals
500,test,tests,testing,tested,first
501,friend,friends,husband,colleague,boyfriend
502,come,coming,go,even,take
503,dec,nov,feb,oct,aug
504,server,servers,desktop,functionality,user
505,pc,pcs,desktop,computers,macintosh
506,study,studies,studying,researchers,suggests
507,application,applications,allows,apply,applied
508,cart,carts,indy,indycar,wheeled
509,staff,personnel,staffers,employees,staffs
510,articles,publications,essays,article,journals
511,san,francisco,diego,angeles,california
512,feedback,input,interaction,responses,enables
513,again,when,finally,then,before
514,play,playing,played,plays,players
515,looking,look,looks,looked,seeing
516,issues,issue,matters,topics,concerns
517,april,june,october,july,february
518,never,did,once,though,not
519,users,user,internet,enables,allows
520,complete,full,completed,required,completing
521,street,streets,wall,avenue,downtown
522,topic,topics,discussion,subject,question
523,comment,comments,statement,commenting,announcement
524,financial,banking,business,corporate,crisis
525,things,something,really,everything,thing
526,working,worked,work,well,done
527,against,opponents,while,face,despite
528,standard,standards,example,instance,same
529,tax,taxes,income,taxation,revenue
530,person,someone,anyone,actually,one
531,below,above,level,lowest,lower
532,mobile,phones,wireless,phone,cellphone
533,less,than,more,much,even
534,got,get,getting,gotten,just
535,blog,blogs,website,bloggers,blogger
536,party,parties,democratic,opposition,candidate
537,payment,payments,pay,paying,paid
538,equipment,equipments,machinery,components,supplied
539,login,log-in,logon,passwords,password
540,student,students,teacher,graduate,teachers
541,let,want,go,letting,tell
542,programs,program,programmes,educational,addition
543,offers,offering,offer,offered,provides
544,legal,law,argued,arguing,lawyers
545,above,below,level,stands,mean
546,recent,latest,recently,despite,seen
547,park,parks,adjacent,riverside,recreation
548,stores,store,supermarkets,retailers,shops
549,side,both,sides,well,but
550,act,acts,enacted,passed,legislation
551,problem,problems,fact,because,solve
552,red,yellow,blue,green,pink
553,give,take,giving,make,put
554,memory,memories,remembering,instance,remember
555,performance,performances,best,well,impressive
556,social,welfare,education,cultural,political
557,q,],spoolname,genlelec,suppose
558,august,february,october,september,april
559,quote,quotes,adds,quotations,reference
560,language,languages,word,arabic,spoken
561,story,stories,tale,book,explains
562,sell,buy,sale,sold,purchase
563,options,option,alternatives,choices,offering
564,experience,experiences,experienced,kind,indeed
565,rates,rate,interest,increases,rise
566,create,creating,created,creates,creation
567,key,crucial,important,vital,main
568,body,bodies,head,found,taken
569,young,younger,youngsters,who,whom
570,america,american,europe,.,nation
571,important,especially,particular,crucial,importance
572,field,fields,goals_none,where,same
573,few,some,many,even,several
574,east,west,north,southeast,south
575,paper,papers,printed,piece,sheet
576,single,one,first,another,second
577,ii,iii,iv,vi,vii
578,age,ages,years,older,aged
579,activities,activity,involved,purposes,participation
580,club,clubs,football,side,joining
581,example,instance,particular,fact,same
582,girls,boys,girl,teenagers,kids
583,additional,addition,extra,provide,provided
584,password,passwords,username,user,passphrase
585,z,philpins,spoolname,ttd,fxff
586,latest,recent,comes,week,prompted
587,something,anything,nothing,really,thing
588,road,along,roads,highway,lane
589,gift,gifts,donation,wonderful,giving
590,question,questions,answer,whether,why
591,changes,change,changing,result,reflect
592,night,evening,saturday,morning,sunday
593,ca,n't,anymore,know,do
594,hard,harder,even,come,enough
595,texas,oklahoma,arizona,alabama,kansas
596,oct,nov,aug,feb,sep
597,pay,paid,paying,payment,payments
598,four,three,five,six,eight
599,poker,blackjack,gambler,bingo,backgammon
600,status,recognized,regard,considered,regarded
601,browse,peruse,browsing,browsed,wander
602,issue,issues,question,noting,subject
603,range,ranges,ranging,ranged,wide
604,building,buildings,built,construction,houses
605,seller,sellers,buyer,purchaser,selling
606,court,judge,appeals,courts,supreme
607,february,december,october,january,november
608,always,sure,so,everyone,fact
609,result,resulted,resulting,however,consequence
610,audio,video,cassette,dvd,digital
611,light,bright,dark,instead,lights
612,write,writing,read,wrote,written
613,war,conflict,wars,occupation,fighting
614,nov,oct,feb,aug,dec
615,offer,offered,offering,offers,give
616,blue,red,yellow,pink,purple
617,groups,group,organizations,activists,other
618,al,osama,qaida,laden,bin
619,easy,easier,way,find,make
620,given,same,giving,fact,however
621,files,file,documents,archive,stored
622,event,events,venue,inaugural,organizers
623,release,released,releasing,releases,freed
624,analysis,analyses,study,suggests,methodology
625,request,requested,requests,requesting,asking
626,fax,202-546-4194,_________________________________________,telex,channelsurfer
627,china,chinese,beijing,taiwan,shanghai
628,making,made,make,makes,putting
629,picture,pictures,looks,look,photograph
630,needs,need,needed,wants,must
631,possible,possibility,any,might,likely
632,might,could,likely,even,would
633,professional,amateur,professionals,career,profession
634,yet,though,but,indeed,even
635,month,week,last,months,year
636,major,significant,biggest,leading,one
637,star,stars,superstar,alongside,veteran
638,areas,area,regions,places,communities
639,future,possible,come,would,might
640,space,spaces,nasa,spacecraft,shuttle
641,committee,committees,commission,chaired,panel
642,hand,hands,put,instead,turn
643,sun,bright,sky,moon,yatsen
644,cards,card,debit,id,check
645,problems,problem,difficulties,troubles,serious
646,london,prohertrib,interbk,dublin,sydney
647,washington,d.c.,states,.,","
648,meeting,meetings,conference,met,discuss
649,rss,183.00,167.25,165.50,173.25
650,become,becoming,became,as,becomes
651,interest,raise,concern,reason,fact
652,id,identification,ids,cards,registration
653,child,children,parents,infant,mother
654,keep,keeping,kept,putting,sure
655,enter,entering,entered,allow,entry
656,california,calif.,oregon,texas,angeles
657,share,shares,shared,gain,same
658,similar,example,instance,same,unlike
659,garden,gardens,courtyard,prohertrib,lawn
660,schools,school,colleges,campuses,universities
661,million,billion,dlrs,dollars,$
662,added,adding,noting,but,noted
663,reference,referring,refers,references,describing
664,companies,firms,businesses,company,corporations
665,listed,listing,list,lists,additionally
666,baby,babies,newborn,infant,mom
667,learning,learn,teaching,learned,knowledge
668,energy,renewable,resources,electricity,natural
669,run,running,runs,ran,went
670,delivery,deliveries,delivering,delivered,deliver
671,net,profit,quarter,profits,drop
672,popular,unlike,well-known,known,popularity
673,term,terms,means,current,meaning
674,film,movie,films,directed,movies
675,stories,story,tales,novels,book
676,put,putting,come,but,out
677,computers,computer,pcs,laptops,laptop
678,journal,published,publication,writes,article
679,reports,report,reported,recent,suggesting
680,co,founders,rohch,partner,rohsh
681,try,trying,tried,hoping,put
682,welcome,welcoming,welcomed,greet,greeted
683,central,part,western,where,eastern
684,images,photographs,imagery,pictures,image
685,president,vice,presidents,presidency,met
686,notice,notices,asking,anyway,explaining
687,original,originally,latter,addition,same
688,head,heads,headed,",",hand
689,radio,broadcast,television,broadcasts,broadcasting
690,until,before,again,when,beginning
691,cell,cells,cellular,phones,phone
692,color,colour,colors,colored,shades
693,self,kind,sort,rather,merely
694,council,commission,member,councils,representatives
695,away,back,off,out,just
696,includes,include,included,addition,including
697,track,tracks,same,along,addition
698,australia,zealand,australian,sydney,melbourne
699,discussion,discussions,topic,debate,discussing
700,archive,archives,archival,archived,library
701,once,when,though,even,so
702,others,those,other,both,while
703,entertainment,interactive,media,rysher,studios
704,agreement,agreements,accord,deal,pact
705,format,formats,definition,programming,featured
706,least,more,than,only,50
707,society,societies,life,established,community
708,months,weeks,month,days,years
709,log,logs,__________________________________,cabin,_____________________________________________
710,safety,protection,ensure,concerned,concerns
711,friends,friend,loved,whom,parents
712,sure,know,everyone,certainly,n't
713,faq,faqs,rsm03,rw94,mo94
714,trade,export,import,commerce,trading
715,edition,editions,published,titled,version
716,cars,vehicles,car,automobiles,trucks
717,messages,message,mails,emails,faxes
718,marketing,advertising,product,merchandising,marketers
719,tell,know,why,ask,telling
720,further,result,continuing,however,adding
721,updated,update,updating,revised,incorporating
722,association,associations,federation,organization,national
723,able,unable,could,enough,cannot
724,having,though,same,actually,fact
725,provides,providing,provide,provided,offers
726,david,steven,miller,moore,brohd
727,fun,stuff,entertaining,kind,really
728,already,now,having,though,been
729,green,red,yellow,brown,blue
730,studies,study,studying,studied,research
731,close,while,up,but,though
732,common,example,commonly,similar,particular
733,drive,drives,drove,driven,driving
734,specific,certain,particular,specifically,appropriate
735,several,numerous,few,many,other
736,gold,silver,medals,bronze,medal
737,feb,nov,oct,aug,dec
738,living,lived,lives,alone,live
739,sep,oct,jul,aug,nov
740,collection,collections,works,collected,artwork
741,called,referred,known,referring,described
742,short,long,longer,instead,though
743,arts,art,humanities,crafts,academy
744,lot,really,much,maybe,things
745,ask,asking,asked,tell,why
746,display,displays,displayed,displaying,exhibit
747,limited,restricted,although,addition,exception
748,powered,powering,manufactured,engines,fitted
749,solutions,solution,alternatives,innovative,ways
750,means,mean,meaning,hence,rather
751,director,executive,managing,associate,assistant
752,daily,newspaper,weekly,newspapers,reported
753,beach,palm,fla.,beaches,tahp
754,past,ago,came,few,coming
755,natural,nature,example,instance,naturally
756,whether,might,why,question,should
757,due,result,however,owing,although
758,et,al.,seq.,cetera,dépôts
759,electronics,automotive,philips,manufacturing,semiconductor
760,five,six,four,seven,eight
761,upon,latter,thus,instead,rather
762,period,periods,during,beginning,early
763,planning,planned,plans,preparing,plan
764,database,databases,lists,searchable,data
765,says,thinks,believes,wants,does
766,official,according,saying,officials,statement
767,weather,inclement,rainy,conditions,storms
768,mar,zheye,afr2004-tun,philipose,mar.
769,land,lands,property,area,farmland
770,average,compared,lowest,averages,40
771,done,doing,sure,actually,everything
772,technical,expertise,technological,addition,provided
773,window,door,doors,windows,room
774,france,french,paris,belgium,spain
775,pro,pro-,opponents,backed,supporters
776,region,regions,areas,area,western
777,island,islands,shore,coast,ocean
778,record,records,previous,recorded,last
779,direct,indirect,meant,directly,means
780,microsoft,software,netscape,aol,ibm
781,conference,meeting,meetings,forum,held
782,environment,environments,environmental,creating,create
783,records,label,record,recorded,recording
784,st,st.,saint,albans,andrews
785,district,districts,area,village,town
786,calendar,calendars,calender,lunisolar,dates
787,costs,cost,expenses,increases,pay
788,style,styles,reminiscent,inspired,typical
789,url,urls,redirection,homepage,new.net
790,front,behind,inside,the,along
791,statement,saying,noting,announcement,referring
792,update,updated,updates,updating,recaps
793,parts,part,except,portions,especially
794,aug,oct,nov,feb,sep
795,ever,never,even,yet,actually
796,downloads,download,itunes,downloaded,downloading
797,early,late,came,later,beginning
798,miles,kilometers,kilometres,northeast,southwest
799,sound,sounds,sounding,—,heard
800,resource,resources,utilizing,furthermore,provides
801,present,same,fact,furthermore,indeed
802,applications,application,types,applying,allows
803,either,instead,rather,though,actually
804,ago,last,years,recently,came
805,document,documents,describing,copy,declaration
806,word,meaning,phrase,words,name
807,works,work,well,example,addition
808,material,materials,contained,addition,instance
809,bill,legislation,passed,measure,bills
810,apr,oct,aug,sep,nov
811,written,wrote,writing,penned,book
812,talk,talking,talked,why,tell
813,federal,government,enforcement,administration,legislation
814,hosting,hosted,host,hosts,_____________________________________________
815,rules,regulations,laws,guidelines,limits
816,final,second,first,third,round
817,adult,adults,adolescent,child,adolescents
818,tickets,ticket,booking,discounted,scalpers
819,thing,really,something,think,maybe
820,centre,centres,center,centers,prohertrib
821,requirements,requirement,standards,regulations,required
822,via,through,directly,connect,connecting
823,cheap,inexpensive,cheaper,expensive,pricey
824,kids,youngsters,children,folks,teenagers
825,finance,financing,financial,banking,meanwhile
826,true,indeed,fact,reason,always
827,minutes,minute,hour,hours,half
828,else,nobody,anything,anybody,everyone
829,mark,marks,marking,smith,http://www.co.mo.md.us
830,third,second,fourth,fifth,sixth
831,rock,band,pop,bands,punk
832,gifts,gift,accepting,donations,lavish
833,europe,european,continent,asia,elsewhere
834,reading,read,writing,reads,explaining
835,topics,topic,discussion,subjects,issues
836,bad,worse,things,unfortunately,good
837,individual,individuals,certain,rather,regardless
838,tips,tip,advice,helpful,guide
839,plus,addition,includes,besides,extra
840,auto,automobile,automotive,automakers,dealership
841,cover,covered,covering,covers,addition
842,usually,typically,normally,often,generally
843,edit,delete,editing,compose,_____________________________________________
844,together,with,well,both,them
845,videos,video,clips,dvds,videotapes
846,percent,compared,1.7,1.3,2.6
847,fast,slow,quick,pace,faster
848,function,functions,i.e.,hence,defined
849,fact,indeed,though,actually,reason
850,unit,units,operations,addition,subsidiary
851,getting,get,got,gotten,lot
852,global,emerging,worldwide,impact,asia
853,tech,technology,workgear,high-tech,big
854,meet,met,meets,meeting,next
855,far,though,even,yet,but
856,economic,economy,economies,financial,growth
857,en,masse,con,prohertrib,que
858,player,players,playing,played,play
859,projects,project,development,construction,addition
860,lyrics,songs,penned,song,lyrical
861,often,sometimes,frequently,usually,occasionally
862,subscribe,subscribed,_____________________________________________,presume,timewrn
